201501 183205 117.415637078340,32.539347860125 117.300743983280,32.731029392447 162658 103767 58891
201501 279952 117.995137825540,31.609609229615 117.991431327180,31.607487126492 162521 96381 66140
201501 183090 117.300743983280,32.731029392447 117.300003240550,32.734043518019 162313 103492 58821
201501 312017 118.270204452360,31.651286478636 118.323717589560,31.624914187640 162264 105438 56826
201501 266733 117.991431327180,31.607487126492 117.921464017780,31.648774176547 162133 96036 66097
201501 266396 117.920423510510,31.647240802475 117.920483068170,31.647761459343 161917 136027 25890
201501 123629 116.630537466020,30.634520137528 116.883298358550,30.786875821512 161231 106826 54405
201501 66159 116.347497120170,31.853010148305 116.339942460660,31.852025448412 160797 74948 85849
201501 336119 118.545746731950,31.719470971438 118.545146843530,31.762782586351 160298 129330 30968
201501 199898 117.509873278880,31.883115429593 117.423546927850,31.833560244718 159971 122081 37890
201501 216818 117.386912412200,33.005920329266 117.546345919880,33.002390408917 159917 80859 79058
201501 176832 117.268508020560,31.726937379344 117.267495091270,31.722634263673 159424 118854 40570
201501 336164 118.545146843530,31.762782586351 118.545663998010,31.763681056400 159011 128773 30238
201501 289524 117.981207263010,31.609007400534 118.103047044420,31.553588552016 158994 107323 51671
201501 280244 118.098962449270,31.658127643236 117.995137825540,31.609609229615 158948 93445 65503
201501 101646 116.894583321520,30.799875534766 116.632698789080,30.635885179330 158353 101364 56989
201501 328855 118.488112258900,31.383886092605 118.481561455800,31.355091363846 158341 124182 34159
201501 176297 117.263610818240,33.018714215241 117.258782426120,33.018474072292 157839 88925 68914
201501 126133 117.047906734780,34.136166372145 116.907437714050,33.886702095297 157445 67500 89945
201501 336178 118.542318348970,31.648039039336 118.545421904670,31.626168059258 156986 121525 35461
201501 336222 118.545421904670,31.626168059258 118.545647199700,31.625084835712 155944 120970 34974
201501 283752 118.075151424430,30.990938813774 118.023493647440,30.965641996524 155728 110712 45016
201501 175593 117.252521775700,33.024788560231 117.259736246910,32.983115602847 155439 80035 75404
201501 224721 117.528557314840,31.892147392029 117.609093817380,31.830706800204 154862 114121 40741
201501 266393 117.920373834220,31.647010175518 117.920413629150,31.647140666950 154859 91778 63081
201501 324925 118.323717589560,31.624914187640 118.436389085260,31.614664423405 154750 99433 55317
201501 175313 117.255553287310,33.018225603491 117.264021703180,33.018646478800 154244 85133 69111
201501 126275 116.944492187520,33.701676081833 116.908310777170,33.879951026775 154081 102466 51615
201501 266342 117.920164708700,31.646547690261 117.920373834220,31.647010175518 153981 90975 63006
201501 97208 116.930496408010,33.071165488018 116.566606859490,33.182186174574 153655 91551 62104
201501 329331 118.436389085260,31.614664423405 118.488790749050,31.621772823018 153573 98351 55222
201501 136968 116.841329884450,32.585693413698 117.014286213780,32.532222332794 152878 120158 32720
201501 342356 118.681626130170,30.996751761377 118.616005900800,31.154464873961 152831 104528 48303
201501 122948 117.051491422910,34.136015626501 116.873326448750,34.098597068433 152103 97027 55076
201501 143148 117.053208803390,34.136355438772 117.051491422910,34.136015626501 152101 97025 55076
201501 152074 117.111928339660,32.064288747530 117.114623705340,32.190761459925 151659 122153 29506
201501 321037 118.479925461810,31.351312196594 118.398657738590,31.212469973400 151470 99496 51974
201501 125083 116.894969233570,30.801015807081 116.894583321520,30.799875534766 151262 95520 55742
201501 129109 116.943073134300,33.717667131417 116.943638707450,33.713720214026 150490 66658 83832
201501 141747 117.035074620230,34.132749877343 117.040673219490,34.133977844446 150440 98839 51601
