201709 140955 117.033566634770,34.132323319280 117.035074620230,34.132749877343 144260 90492 53768
201709 147185 117.085830318830,30.533575809276 117.088877640610,30.533155954707 143757 112806 30951
201709 377517 119.210603929720,30.941884989752 119.201365755860,30.943805307348 143413 113024 30389
201709 165121 117.203311432070,31.264466026194 117.204136076530,31.266506782738 142990 90069 52921
201709 9217 115.442860712280,33.280505847814 115.429367265220,33.279762608098 142982 84676 58306
201709 303527 118.258005194040,31.416654902314 118.259558184610,31.414523593134 142842 98158 44684
201709 266342 117.920164708700,31.646547690261 117.920373834220,31.647010175518 142664 99819 42845
201709 8435 115.388043594810,33.289978991264 115.387485208100,33.288078832220 142559 84347 58212
201709 12355 115.387755059080,33.287959019323 115.596357229010,33.232843262741 142550 84343 58207
201709 8484 115.429367265220,33.279762608098 115.388043594810,33.289978991264 142543 84336 58207
201709 8433 115.387485208100,33.288078832220 115.387755059080,33.287959019323 142539 84334 58205
201709 375942 119.133929152750,30.962742971295 119.177068927410,30.953282975007 142429 104207 38222
201709 361395 119.201365755860,30.943805307348 118.897137077950,30.960032370426 142101 111892 30209
201709 374533 118.899121075500,30.959877379275 119.133929242580,30.962742351968 141788 120549 21239
201709 277747 118.301031422890,32.127609993167 117.963843287000,32.017451225819 141696 120102 21594
201709 312637 118.328113447570,31.623946176625 118.322618153440,31.625238188102 141665 75995 65670
201709 130607 116.955062458620,33.617716361540 116.955202324790,33.617897496764 141335 101480 39855
201709 376077 119.177068927410,30.953282975007 119.179765371060,30.951460018335 141309 103231 38078
201709 328039 118.394078626250,31.207842314263 118.475227413820,31.340567329700 140851 103948 36903
201709 173434 117.189562776410,31.857104950566 117.252617714730,31.857865555736 140789 69764 71025
201709 46754 115.953986127120,31.867445034707 116.058912253060,31.828633596672 140642 73039 67603
201709 302290 118.219538314820,31.057528672754 118.244268575680,31.062505020123 140363 102792 37571
201709 328855 118.488112258900,31.383886092605 118.481561455800,31.355091363846 140284 107134 33150
201709 336525 118.543043012020,31.560318585408 118.547001125760,31.616928734352 140240 111646 28594
201709 278000 117.980394116870,31.609690185628 117.980665225470,31.609314235448 140103 91649 48454
201709 37740 115.947873158120,31.871469580352 115.953393604800,31.867616305371 140014 79490 60524
201709 96521 116.632698789080,30.635885179330 116.575923635080,30.590088102094 139914 96443 43471
201709 143400 117.055868506340,32.510368780936 117.062339450080,32.507523191137 139872 118341 21531
201709 126133 117.047906734780,34.136166372145 116.907437714050,33.886702095297 139798 63940 75858
201709 38726 115.953393604800,31.867616305371 115.953986666100,31.867445801362 139446 79011 60435
201709 91564 116.614566761850,34.148936934110 116.550529526450,34.156537918163 139369 88285 51084
201709 169201 117.207581347650,31.277438107956 117.234394689160,31.216128607114 138539 119246 19293
201709 178009 117.274482920000,31.798935018468 117.274905123590,31.798907168002 138373 132226 6147
201709 106139 116.684754335750,32.622119237855 116.683627411490,32.622377722580 138369 114348 24021
201709 91549 116.550529526450,34.156537918163 116.549614961610,34.156633660781 138193 87617 50576
