-3.9995	-1.99994	1.74999	3.7619	2.05454	-0.451389	-1.40849	-1.15603	
-2.29567	1.59527	3.08147	0.558985	1.44958	1.17172	0.447559	0.170952	
-2.40684	-2.1554	-4.53149	-11.6194	-8.76446	-6.4379	-4.31316	-4.11962	
-0.955519	5.19733	4.45734	2.32059	2.74049	2.28284	3.3441	2.5134	
-0.276034	-4.43167	9.43186	6.07479	4.17446	1.5945	0.609046	-1.00343	
2.70689	1.65198	-35.833	-11.8329	-2.66566	-1.63623	-1.24302	-0.47479	
-3.88956	-0.249611	4.84893	3.08819	0.561551	0.214493	-0.536105	-0.822808	
3.39392	0.678328	-2.21304	-4.55351	-6.06552	-4.17093	-3.44725	-2.5528	
2.73312	1.66199	10.5234	0.929399	2.82713	2.31594	0.884609	0.955925	
-0.870937	-0.950702	3.9631	-2.81247	-3.5464	-1.97264	-1.37152	-2.37797	
-0.290271	4.21536	2.84619	9.12159	4.72021	1.18492	1.68867	0.645014	
3.33654	-1.81572	-6.25585	-7.33379	-3.41929	-0.68802	-0.2628	-0.100381	
-0.656376	1.60339	-0.623628	-0.238205	-2.56312	-1.59706	-2.46412	-2.79531	
0.786387	-2.17176	2.87866	-4.46275	-3.55872	-1.97734	-0.755279	-0.288491	
2.36194	1.52022	-3.12753	-3.04871	-1.1645	-0.444801	-0.787933	-0.300964	
0.503076	0.192158	9.34391	4.18709	1.59933	-0.62518	-0.238797	-0.709247	
-2.12501	-0.811682	-8.96251	-0.333204	-0.127273	-0.0486139	0.599465	-1.00709	
-3.47485	-3.79941	0.402857	0.771912	0.294844	0.730654	-0.956983	-2.21964	
-3.31996	0.58599	4.55007	0.501902	0.19171	0.0732266	-0.590064	-0.225384	
-5.03036	-6.8657	-5.0946	-0.0918618	-0.0350881	-0.631436	-1.47726	-1.1823	
0.166437	5.00785	7.47513	5.32738	4.50702	1.72153	0.0395306	-0.602935	
-2.70244	-6.59454	-7.46316	-4.08674	-1.561	-1.21428	-0.463814	-0.177161	
-1.92177	7.91842	7.35081	5.89793	2.87084	-0.139504	-0.67132	-0.256421	
4.22829	-1.47511	-6.12575	-9.1382	-6.58065	-2.51359	0.275964	0.723443	
3.98453	7.7023	14.0666	8.46314	-0.475571	-2.65379	-2.86776	-0.477352	
5.37997	1.43693	7.96527	6.13263	6.05066	4.16525	-0.263119	1.13557	
-21.8155	-11.4229	-24.7583	-22.4355	-7.95158	-1.18313	0.784152	-4.64475	
1.31603	12.2453	15.8019	10.362	3.95794	0.893766	-1.51271	0.0402287	
-4.31087	-41.2008	-47.257	-24.2309	-11.1095	-5.47952	-2.09299	-3.27159	
3.69464	13.7719	14.5309	9.87655	1.30037	-1.97544	-1.37258	-0.524281	
7.83418	1.13829	7.8512	7.32513	0.943848	-0.87555	-0.952464	1.49029	
-4.99306	3.03709	-0.694037	-2.73723	-1.04553	-1.63543	-1.86074	-1.94681	
-0.743615	-3.99224	3.41937	1.30608	0.49888	0.190555	0.69082	0.26387	
-4.22545	-6.55825	-16.1018	-8.62247	-5.14759	-2.58424	-2.84119	-2.32131	
0.967442	4.69577	7.35593	0.955613	-2.10712	-2.65895	-2.86973	-2.95024	
-2.36296	-4.61077	-4.85133	-2.47108	-0.325833	0.493577	0.18853	-1.16406	
1.40947	15.3712	13.9057	5.92954	1.64685	0.629041	0.858306	2.18195	
-2.25674	-7.66037	-7.25224	-3.38814	-0.676121	-0.258255	-5.66095	-4.01639	
5.88228	-1.46137	-1.17623	-0.449279	-2.02571	-1.39179	0.704453	1.50514	
-0.0431198	5.54584	-4.68005	-4.25976	-4.71725	-4.27397	-2.86858	-1.71373	
-1.89066	-10.6107	-8.9972	-6.5268	-2.49301	-2.18831	-1.4539	-1.79141	
0.551812	10.0993	0.149392	-0.560971	2.25786	3.33456	4.98189	3.75702	
7.61539	-0.799383	0.930731	4.06371	2.78827	1.06502	0.406803	2.62752	
-3.32261	-12.3937	2.68242	-3.91968	-3.96932	-3.98828	-3.37749	-3.14419	
5.5974	-0.334119	1.72648	4.36766	3.5224	2.58151	1.60408	3.08484	
-1.91187	8.54024	-2.30022	-8.29502	-6.25858	-5.48074	-2.71149	-3.50783	
-2.57594	-5.92819	-1.0283	2.69739	4.12048	4.04602	2.16348	-1.02773	
1.46154	12.3009	4.69853	6.73895	2.57405	-0.252869	0.521447	0.199175	
1.93018	16.1881	8.03741	-0.0201524	-1.24377	-1.09311	-0.417531	0.458551	
-4.76912	-55.5906	-26.796	-14.5614	-8.65213	-29.8803	-12.0313	-5.83161	
-2.22748	34.3771	23.0194	9.41068	2.35849	24.3862	8.07861	1.84969	
0.0884838	9.92234	6.88017	1.39192	0.531667	2.05718	0.167739	-1.172	
-6.00997	-43.0858	-52.3033	-22.4502	-9.81129	-8.07382	-4.31999	-4.74026	
-1.81062	25.2658	17.0671	10.2273	6.3786	-6.8341	-0.138259	4.27343	
2.25034	-3.46669	-2.56022	-5.92219	-5.97028	6.37203	0.579798	-0.396571	
1.08459	15.2471	20.6567	12.8344	9.22855	-15.6341	-5.97168	-12.7876	
-4.88441	-2.48371	-21.9618	-7.77065	-6.67633	36.386	9.57198	19.7251	
0.117892	-6.13531	-9.75989	-9.90829	-10.583	-18.2571	-5.73753	-5.89975	
-4.72564	-9.22144	-9.08458	-4.08804	-2.79756	-3.54071	-2.5885	-1.60675	
1.24038	-3.23442	4.9449	4.36092	3.51983	6.28873	4.87422	8.66016	
2.07182	13.152	12.44	-3.9008	1.6002	-6.80519	-0.127214	-4.37483	
-2.9071	15.5765	28.817	22.7497	9.9257	13.0618	3.13506	-1.89268	
0.513127	-26.3795	-4.51375	-4.19624	-5.31102	-8.827	-3.37162	3.65643	
-2.92961	2.58919	-13.2258	-6.90591	-2.01979	6.02688	1.68403	-2.44693	
-4.64285	-24.0226	-30.807	-11.7672	-6.34879	-16.6398	-8.20994	-6.84412	
-1.37815	20.4867	42.4351	12.5006	2.30266	12.6222	2.96714	3.60548	
2.61324	-14.4527	-37.0402	-13.5301	-4.54999	-11.6265	-6.29502	-9.20286	
-7.84142	-24.6263	-10.0245	-10.0093	-6.9134	-6.96692	0.429043	0.781914	
1.53473	26.5436	39.1864	18.058	6.27952	-0.691607	-0.882204	6.4614	
8.64838	11.3378	-5.55788	0.349215	2.60552	10.8838	5.3933	-7.82849	
-3.60825	11.6005	22.972	10.6286	5.29584	0.16873	-0.553585	1.02462	
-0.844699	-52.8555	-22.0431	-5.32955	-2.65374	-0.395605	-3.85931	-2.71019	
-1.65324	32.7424	18.6868	7.13772	2.10833	-0.430756	2.3076	0.881425	
5.89898	-0.83696	46.0329	16.965	3.38986	2.53088	-3.97756	3.42498	
-5.49015	-24.9643	-73.8111	-34.3736	-14.9837	-16.8479	-7.05335	-9.49251	
-1.15368	9.44788	7.31697	2.1768	-0.404604	5.40776	-0.406555	-4.48153	
0.142311	12.415	26.3733	11.3098	5.55602	-0.349926	1.10241	-2.66909	
-0.401467	-14.3681	-17.2308	-4.72747	-0.569665	1.63651	1.24312	8.50927	
4.48632	12.8382	11.7021	3.23375	2.47125	0.3259	0.742517	-2.18852	
-1.45397	3.15284	-2.50393	-2.81052	-2.92762	1.35388	11.6417	8.15496	
1.87885	10.6062	7.75941	4.1999	-0.867917	-9.60203	-17.8824	-14.2469	
