timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1525692449563438,1,34,11,0,-2,-12,-4,-9
1525692449563438,-3,-69,-19,-3,3,21,0,3
1525692449565438,-3,19,44,0,-2,6,-2,2
1525692449565438,2,16,-1,5,-1,-24,1,4
1525692449577439,5,-29,-16,-1,2,12,5,3
1525692449577439,-1,41,21,-1,0,11,-5,6
1525692449584439,-10,-57,-53,-8,-1,-1,-2,-12
1525692449584439,-7,15,-35,-7,-4,-1,2,4
1525692449600440,6,34,19,13,0,11,-3,-17
1525692449600440,2,27,32,2,0,-5,5,8
1525692449602441,-2,-82,21,0,1,10,-1,2
1525692449602441,-3,21,-6,-7,-2,-5,-4,-6
1525692449623442,4,-24,-5,-1,0,-18,1,7
1525692449623442,2,11,-20,-1,-5,0,-1,-3
1525692449625442,-1,32,-1,8,0,0,0,-2
1525692449625442,-5,-28,-9,-2,1,9,0,-2
1525692449637443,-3,-3,20,-2,-2,-21,-2,-2
1525692449637443,3,9,1,1,-1,23,-2,-9
1525692449644443,-1,-2,1,-6,-4,0,-2,0
1525692449644443,9,-11,13,0,0,44,3,9
1525692449661444,-15,13,-20,-6,-2,-26,1,12
1525692449661444,-2,-16,-2,0,0,-8,-1,-36
1525692449662444,-4,-8,-61,-8,-2,6,-3,8
1525692449662444,6,-3,-7,0,-2,29,-3,-7
1525692449683445,-4,20,32,0,-2,-11,-3,4
1525692449683445,1,32,20,-1,-3,-22,-2,8
1525692449685445,0,28,31,1,2,5,0,-1
1525692449685445,1,-23,-10,0,3,-2,1,-5
1525692449697446,3,-3,4,0,0,8,-1,-4
1525692449697446,-3,-18,-16,-2,-4,-8,-1,5
1525692449704446,6,20,7,-2,0,9,1,-4
1525692449704446,-3,-2,-5,4,1,-17,-3,11
1525692449720447,1,-18,-3,4,0,3,-2,-13
1525692449720447,-1,12,-18,-1,-3,-37,-4,8
1525692449722447,-8,-26,8,-5,4,58,-1,-9
1525692449722447,-2,-1,-5,-6,-5,-1,2,-2
1525692449743449,-1,-19,-5,-5,-5,9,-4,5
1525692449743449,4,8,12,4,0,-16,-3,-1
1525692449745449,5,69,29,8,1,-15,3,9
1525692449745449,-9,-73,-31,-9,-1,-17,-3,-7
1525692449757449,-4,22,-24,-6,-3,8,-4,-9
1525692449757449,0,6,-7,-4,-4,13,2,8
1525692449764450,2,-9,6,5,2,-12,1,4
1525692449764450,4,24,23,6,6,1,4,-1
1525692449780451,4,13,14,-4,-4,-6,-10,-2
1525692449780451,-13,-50,-25,-10,-2,2,-4,-5
1525692449782451,6,75,-12,4,-3,-2,0,0
1525692449782451,2,22,8,5,1,-3,0,-1
1525692449803452,3,-20,30,5,4,-6,3,0
1525692449803452,3,6,11,-2,-2,9,-1,3
1525692449805452,-8,-35,-63,-9,-3,2,-4,-12
1525692449805452,0,6,10,-5,-5,-12,-5,4
1525692449817453,1,11,10,6,1,-6,3,1
1525692449817453,1,8,27,2,2,-5,0,2
1525692449826453,-3,-18,4,-2,-2,-1,1,-4
1525692449826453,-1,-10,-11,-1,0,-4,-1,2
1525692449840454,-1,11,1,-5,0,21,0,1
1525692449840454,2,-31,-22,0,1,2,4,4
1525692449842454,-1,5,13,-3,-3,-23,-3,3
1525692449842454,-6,-9,11,-1,-3,-8,-6,-9
1525692449863455,-6,-28,-11,-2,-2,-7,2,2
1525692449863455,0,7,-15,-5,0,2,-2,-1
1525692449865456,1,16,13,10,4,12,2,8
1525692449865456,-1,6,-5,0,0,1,-3,-2
1525692449877456,0,-27,28,-2,-1,-5,6,4
1525692449877456,2,36,12,2,2,13,-6,2
1525692449886457,-6,-76,-37,-2,-4,-3,-4,-29
1525692449886457,1,24,-10,-3,0,8,0,-9
1525692449900458,-3,1,-7,0,-1,-12,-2,-6
1525692449900458,1,11,13,-1,2,18,3,10
1525692449902458,4,-4,32,-1,-2,-24,1,5
1525692449902458,-6,-39,-16,-4,-2,-8,-4,-3
1525692449923459,-2,4,-15,-3,0,29,0,-3
1525692449923459,0,11,18,3,0,-4,3,-6
1525692449925459,0,11,-5,2,3,-12,-1,3
1525692449925459,-6,-13,10,-2,-3,2,2,2
1525692449945460,0,-7,-4,-6,-3,-11,-4,0
1525692449945460,-4,-9,-51,-3,-3,4,-2,-8
1525692449947460,4,6,0,-2,-1,-3,0,4
1525692449947460,-4,16,8,1,1,-3,-1,6
1525692449960461,6,37,43,5,2,0,0,-2
1525692449960461,-2,-63,-26,4,2,0,-2,0
1525692449962461,-3,-14,0,-5,-3,4,0,-1
1525692449962461,5,44,31,-2,-4,-5,-1,0
1525692449983462,-7,-22,-38,-2,0,4,-2,-4
1525692449983462,-1,2,11,3,-1,-4,4,12
1525692449985462,2,23,16,1,0,7,-9,-23
1525692449985462,-2,-26,-4,-1,-4,-17,1,-1
1525692449997463,0,-16,-12,0,2,9,-2,-3
1525692449997463,5,6,4,1,-1,2,0,2
1525692450006464,-20,0,-30,-6,-2,6,0,4
1525692450006464,3,-7,23,1,-2,9,-1,-2
1525692450020464,3,-17,-9,-3,-2,-20,0,-1
1525692450020464,0,38,31,3,2,17,1,-3
1525692450022465,2,-56,-10,-1,-1,-3,1,6
1525692450022465,-4,19,-30,-6,-3,-3,-4,-6
1525692450043466,-4,-18,7,0,-1,-2,1,5
1525692450043466,3,3,-39,-1,1,-13,-3,-5
1525692450045466,5,38,49,3,0,9,0,-2
1525692450045466,-1,-4,-20,0,2,4,0,3
1525692450057467,0,4,13,0,0,-5,1,-3
1525692450057467,-6,-2,8,1,-2,-5,-3,-3
1525692450066467,0,8,-13,-5,-2,-9,-1,4
1525692450066467,-1,-16,-2,-3,-1,-1,0,-2
1525692450079468,0,19,-7,0,-3,3,0,7
1525692450079468,0,-13,-4,0,-1,-13,-3,-6
1525692450088468,3,2,14,3,2,14,6,6
1525692450088468,3,0,-22,2,-1,-26,-3,0
1525692450103469,-3,-13,5,0,0,13,0,-4
1525692450103469,-4,-9,4,-3,-6,12,3,-1
1525692450105469,-2,-41,7,0,1,0,-5,-1
1525692450105469,4,32,19,4,4,8,4,3
1525692450117470,1,46,-37,-3,-3,-9,-3,-4
1525692450117470,2,-52,3,-2,-2,3,1,-4
1525692450126470,-4,25,2,-5,-5,-26,-1,5
1525692450126470,-2,-12,27,1,2,24,0,-11
1525692450140471,2,-9,-41,1,-2,-7,-2,-15
1525692450140471,0,23,18,-3,0,2,-2,0
1525692450142471,-3,-1,-7,-1,2,-3,-1,-2
1525692450142471,-4,5,16,-1,-3,-6,-2,5
1525692450163473,0,5,17,0,0,-19,-1,2
1525692450163473,-3,-17,-29,-5,-3,12,-4,-2
1525692450165473,0,-6,15,1,0,5,1,1
1525692450165473,3,8,-35,-1,1,0,1,1
1525692450177473,-4,-6,30,-7,-5,13,-1,-2
1525692450177473,-3,10,-17,-3,-1,-18,-4,-2
1525692450186474,3,23,8,2,-1,3,1,3
1525692450186474,2,-46,3,-1,-2,-2,0,3
1525692450200475,-3,12,9,2,-1,-10,-3,-2
1525692450200475,-8,-22,-18,-4,2,11,1,-2
1525692450202475,5,47,23,1,-4,3,0,0
1525692450202475,-3,-23,-5,-1,2,-4,-1,0
1525692450223476,-3,0,-48,-2,-2,-5,-2,3
1525692450223476,-2,3,40,2,-2,-3,1,1
1525692450225476,-4,-6,4,1,2,2,-2,-3
1525692450225476,3,11,-19,0,1,-5,-1,1
1525692450245477,-8,-52,3,-5,-2,-2,1,0
1525692450245477,1,19,11,0,-2,2,0,0
1525692450247477,2,4,1,0,-2,-13,-1,1
1525692450247477,0,18,10,1,-1,20,1,0
1525692450260478,-1,-52,-22,0,5,16,1,0
1525692450260478,0,27,22,-1,-6,0,-2,-5
1525692450262478,0,-20,-13,-3,1,-5,-2,1
1525692450262478,-1,5,4,1,-1,-8,-4,-1
1525692450283479,1,17,1,2,0,1,3,1
1525692450283479,2,16,39,4,2,1,1,2
1525692450285480,-3,-32,0,0,-2,1,-1,1
1525692450285480,-3,50,-71,-13,-5,-1,-2,-6
1525692450305481,2,-2,73,-1,-1,-1,-3,-1
1525692450305481,1,21,2,6,-1,-30,-1,1
1525692450307481,2,1,4,-2,0,15,1,0
1525692450307481,-3,-22,8,0,1,10,1,1
1525692450320482,2,26,-18,1,-1,-11,-2,1
1525692450320482,-1,-13,-4,-1,3,-3,-1,-1
1525692450322482,1,-1,-18,-2,-3,0,2,1
1525692450322482,-2,-6,11,-2,-4,-7,-1,9
1525692450343483,-3,17,3,0,1,-1,0,-26
1525692450343483,1,-26,-22,-2,0,1,0,0
1525692450345483,-7,-11,-2,-3,-2,-2,0,2
1525692450345483,1,-7,9,-2,-1,-2,-3,1
1525692450365484,1,26,19,3,0,0,0,0
1525692450365484,-4,-12,-20,-1,1,-1,0,-2
1525692450367484,4,4,-12,-2,1,5,0,-7
1525692450367484,0,2,25,-2,-3,-5,2,1
1525692450380485,-3,-9,-6,3,2,-5,0,5
1525692450380485,-3,-4,-14,-4,-3,0,-1,-4
1525692450387485,2,-3,-5,-1,1,6,3,7
1525692450387485,-2,-5,22,4,-1,-6,-2,-7
1525692450403486,4,12,-11,-1,-2,1,0,5
1525692450403486,-5,-7,-2,-3,-1,1,-3,-3
1525692450405486,1,-2,-33,-3,-3,-4,-3,-4
1525692450405486,-2,-9,13,0,-2,-3,-1,-1
1525692450425488,1,26,28,1,0,0,-1,3
1525692450425488,8,5,0,-5,-3,-2,-1,4
1525692450427488,-7,-26,-18,-8,-1,-5,-2,-3
1525692450427488,-2,6,32,7,1,5,-2,-4
1525692450440488,-7,-12,-60,-2,-3,-1,-2,2
1525692450440488,5,56,74,4,1,2,2,1
1525692450447489,4,28,9,3,-1,-1,-2,-1
1525692450447489,-5,-43,-77,-9,-6,-2,1,0
1525692450464490,-5,-55,3,-12,-4,-2,-3,-1
1525692450464490,5,27,17,15,6,7,5,5
1525692450466490,-3,-4,69,5,3,0,0,-6
1525692450466490,0,43,-68,-3,-5,-5,-1,-1
1525692450485491,2,-63,-48,-13,-4,0,2,2
1525692450485491,-11,8,-4,19,-3,-1,-7,-8
1525692450487491,4,77,124,-13,7,-3,0,1
1525692450487491,1,-76,-20,0,0,2,1,-1
1525692450500492,1,-9,-108,9,0,-1,0,3
1525692450500492,13,16,-20,-12,9,4,5,10
1525692450507492,-16,-77,-74,8,-7,-1,-2,-5
1525692450507492,1,57,127,-17,-12,-6,-6,-7
1525692450523493,-1,-29,-81,-12,2,1,-4,-4
1525692450523493,6,17,75,29,11,5,4,5
1525692450525493,-6,-110,-117,-8,1,-6,-1,-2
1525692450525493,7,79,63,11,1,0,0,2
1525692450545494,-2,75,102,-3,-5,6,0,-3
1525692450545494,24,68,89,19,2,-1,1,6
1525692450547495,-21,-65,-73,-22,-1,-1,1,0
1525692450547495,12,22,83,17,6,-1,3,3
1525692450559495,-7,-3,75,-2,-7,-5,-7,-6
1525692450559495,-13,-81,-3,-7,-4,3,-5,-8
1525692450568496,44,127,3,28,14,6,8,16
1525692450568496,-32,-112,-49,-3,-12,-6,-8,-11
1525692450583497,-49,-65,-2,-41,-13,-3,-7,-17
1525692450583497,13,28,-68,-3,-9,-9,-1,-2
1525692450585497,22,43,-88,26,15,10,6,9
1525692450585497,-3,28,7,-15,-2,-10,-2,-3
1525692450605498,7,45,93,-23,-13,-4,-3,1
1525692450605498,-3,67,-66,20,8,6,3,3
1525692450607498,-17,-24,-53,-47,-26,-7,-11,-18
1525692450607498,12,52,-10,17,12,13,8,13
1525692450619499,0,-81,15,31,27,6,8,6
1525692450619499,-19,-91,-60,-59,-26,2,-7,-10
1525692450628499,7,27,35,43,18,-12,6,8
1525692450628499,31,45,-24,18,6,-9,0,5
1525692450643500,-9,127,86,-27,-26,-7,-11,-6
1525692450643500,-22,-128,-128,-11,4,-6,0,5
1525692450645500,-13,18,-18,-23,-14,-1,-7,-18
1525692450645500,76,-36,76,-9,10,12,10,14
1525692450665501,9,89,-76,24,-8,-13,-6,-2
1525692450665501,-68,32,-86,-40,-1,-4,-6,-12
1525692450667501,49,66,126,25,1,4,11,18
1525692450667501,-76,22,11,-13,-28,-15,-26,-46
1525692450679502,57,49,19,48,33,17,24,35
1525692450679502,-35,50,-23,-20,-16,-8,-8,-12
1525692450688503,34,-52,-9,-43,-9,-1,-2,11
1525692450688503,-74,-128,-128,-18,7,-1,-1,-10
1525692450703503,32,-19,-22,48,45,26,22,28
1525692450703503,-12,120,127,-30,-52,-26,-25,-29
1525692450705504,-24,-80,-105,-51,-1,-2,0,4
1525692450705504,34,127,127,27,21,11,10,18
1525692450725505,-18,-45,-1,-52,-36,-20,-19,-24
1525692450725505,5,-27,-110,16,18,8,5,8
1525692450727505,-60,-40,7,11,-17,-7,-10,-24
1525692450727505,71,55,74,24,14,7,10,19
1525692450739506,-70,-124,-124,-41,-11,-9,-16,-30
1525692450739506,-4,110,108,1,9,8,8,4
1525692450748506,53,30,-15,18,18,10,10,22
1525692450748506,-59,13,-8,-32,-19,-2,-6,-9
1525692450764507,-13,27,127,43,19,5,8,25
1525692450764507,64,-123,-76,23,16,6,14,2
1525692450766507,-23,104,-10,10,-4,-2,-16,-16
1525692450766507,-6,-97,-128,22,18,8,7,9
1525692450785508,-16,-12,69,-16,-20,-9,-8,-9
1525692450785508,8,-40,9,-12,13,9,10,20
1525692450788508,-86,-67,6,-50,-37,-27,-25,-43
1525692450788508,56,-34,33,24,6,4,10,22
1525692450799509,1,96,-77,-41,-12,-6,-5,-13
1525692450799509,7,-56,-17,3,-4,-4,0,7
1525692450808510,15,-52,80,87,44,20,21,34
1525692450808510,-3,11,-97,-113,-43,-22,-22,-47
1525692450823510,46,-57,9,-35,9,13,19,28
1525692450823510,26,36,63,72,32,5,-2,1
1525692450825510,27,127,70,4,-3,4,5,6
1525692450825510,-43,-29,127,16,-12,-8,-5,-10
1525692450845512,33,13,38,54,32,16,13,22
1525692450845512,-20,127,29,-64,-40,-18,-17,-21
1525692450847512,-89,-39,16,13,0,2,2,-3
1525692450847512,-13,-93,-59,33,47,21,19,20
1525692450859512,-31,73,24,-11,-43,-24,-11,-18
1525692450859512,-8,31,107,15,-2,-2,-3,2
1525692450868513,21,3,43,2,5,2,0,0
1525692450868513,7,-9,-106,-24,-11,-5,4,19
1525692450883514,-26,67,127,20,-11,-5,-12,-18
1525692450883514,82,76,47,41,21,14,15,19
1525692450885514,-49,-39,-98,-101,-41,-18,-14,-26
1525692450885514,20,94,75,75,25,8,0,3
1525692450905515,17,-73,94,10,18,4,4,13
1525692450905515,-62,-86,-24,-43,-19,-6,-13,-25
1525692450907515,33,26,-11,10,-8,-4,-4,-1
1525692450907515,-14,4,-53,-11,-6,-5,-7,-13
1525692450919516,-27,71,-69,16,17,1,-3,-4
1525692450919516,6,-125,-72,-24,-3,3,9,14
1525692450928516,34,7,127,38,15,10,2,8
1525692450928516,-82,-20,73,-13,-15,-8,-12,-16
1525692450942517,45,53,-87,-30,0,4,6,-1
1525692450942517,-10,-65,-6,7,-4,-7,-4,-5
1525692450949518,18,96,37,-14,-18,-14,-13,-17
1525692450949518,11,41,2,5,5,3,9,13
1525692450965518,1,-36,-61,9,-5,-6,-8,-16
1525692450965518,-8,-11,127,28,13,6,5,5
1525692450967519,-14,-70,5,-21,3,1,1,3
1525692450967519,0,127,85,-72,-42,-21,-21,-28
1525692450979519,-8,-74,-128,-10,6,3,3,0
1525692450979519,-33,-28,61,31,-2,-7,-6,0
1525692450988520,24,42,99,12,10,9,8,13
1525692450988520,-41,-101,-105,1,0,-5,-3,-5
1525692451003521,2,-63,10,3,-4,2,-1,-5
1525692451003521,19,79,10,-14,3,5,0,1
1525692451005521,1,29,82,-1,6,6,10,11
1525692451005521,32,-74,43,34,19,6,6,17
1525692451025522,-90,86,25,-12,-14,-9,-8,-10
1525692451025522,44,-48,-11,3,6,5,5,9
1525692451027522,6,-65,-36,13,4,1,1,1
1525692451027522,-15,-44,-32,-14,-21,-9,-5,6
1525692451039523,-11,58,127,31,11,3,2,-23
1525692451039523,-16,-73,-13,-3,0,-3,-3,-29
1525692451048523,-4,61,21,4,2,3,5,-6
1525692451048523,15,-25,3,-7,-1,-4,-9,13
1525692451063524,35,-54,-110,3,0,-6,-7,15
1525692451063524,-27,40,-57,-18,-7,-7,12,5
1525692451065524,-39,-5,-2,2,-6,3,-8,-18
1525692451065524,73,55,35,15,8,27,-1,19
1525692451085525,1,-1,-22,0,7,-14,46,-36
1525692451085525,1,-26,-6,12,9,17,-16,44
1525692451087525,-25,-9,-116,-9,-17,-12,-17,-3
1525692451087525,-11,79,19,-2,1,-31,10,-11
1525692451099526,0,-43,-35,1,-2,45,-23,-5
1525692451099526,10,52,61,1,-4,-50,28,37
1525692451108527,16,-48,-73,6,3,8,-7,-28
1525692451108527,-18,40,-12,-3,-7,10,-2,21
1525692451122527,14,-6,74,4,0,-30,-5,-12
1525692451122527,-22,23,-97,-15,-2,20,-4,-13
1525692451129528,5,-5,21,3,2,-2,-1,21
1525692451129528,-10,14,69,9,3,28,7,8
1525692451145529,-1,-48,-97,-16,-6,-37,-48,-4
1525692451145529,5,34,42,9,-1,-4,25,-28
1525692451147529,-20,44,53,-6,-15,-35,-17,-6
1525692451147529,4,-3,-21,2,7,37,23,-17
1525692451159530,9,13,60,6,8,-14,9,43
1525692451159530,-1,-4,12,5,6,32,-4,-3
1525692451168530,11,-10,-64,5,-4,-14,5,-2
1525692451168530,-6,55,56,3,8,14,-6,1
1525692451182531,-6,-42,0,-10,-11,-17,-22,1
1525692451182531,-6,1,22,-2,-8,-23,1,-25
1525692451189531,5,-9,36,3,4,75,15,-23
1525692451189531,1,-12,-30,-4,-10,-68,2,57
1525692451205532,5,8,25,13,6,-13,-21,35
1525692451205532,-9,-14,-22,-13,-9,-28,20,-28
1525692451207532,0,-2,12,4,10,-2,-11,7
1525692451207532,-2,-21,-36,-2,1,72,-22,-5
1525692451228534,9,10,22,3,-2,-27,3,-17
1525692451228534,-14,-17,-5,-7,-7,28,-25,-15
1525692451230534,7,1,2,4,4,-20,36,23
1525692451230534,-7,-15,-16,1,1,-26,1,-34
1525692451242534,4,8,3,0,-9,19,7,-11
1525692451242534,9,-37,6,6,3,28,-4,60
1525692451249535,-14,-48,-8,-1,2,14,12,-5
1525692451249535,-8,28,-7,-11,-11,-71,-35,-96
1525692451265536,8,2,35,6,-3,58,17,50
1525692451265536,0,-2,-9,2,1,-13,-18,12
1525692451267536,5,-4,-50,-8,5,-13,45,32
1525692451267536,-7,-86,34,6,-1,33,-14,7
1525692451289537,-5,37,8,-3,-7,-62,9,-65
1525692451289537,-4,11,20,-8,-8,20,13,-30
1525692451291537,4,9,5,-1,-9,-3,-57,13
1525692451291537,-3,17,-26,-1,2,-26,49,-42
1525692451302538,11,-3,-10,-3,7,28,16,31
1525692451302538,-18,-2,1,2,-5,2,-59,78
1525692451317539,-2,12,23,6,4,-18,-15,-61
1525692451317539,-5,-17,-25,-2,-9,-47,11,-52
1525692451325539,-8,-5,18,3,1,32,-30,12
1525692451325539,2,12,-16,-6,1,-54,12,-20
1525692451327539,5,10,5,-1,1,34,13,35
1525692451327539,2,-8,6,1,4,-15,26,24
1525692451348540,-5,-10,-26,-5,-7,5,-13,-18
1525692451348540,4,55,74,5,-1,1,-16,6
1525692451350541,4,54,44,2,1,-31,24,-12
1525692451350541,-14,-43,-68,-20,-1,35,-33,-5
1525692451362541,-5,-31,25,1,2,16,5,-2
1525692451362541,11,18,-47,1,1,3,13,3
1525692451369542,-6,1,38,5,-3,-18,-9,-45
1525692451369542,9,9,7,6,3,33,11,-3
1525692451385543,-3,13,-2,0,5,-12,21,48
1525692451385543,3,-3,3,3,-5,-22,2,-14
1525692451387543,-5,-17,-21,-5,-2,72,-53,-39
1525692451387543,10,10,2,3,-2,-25,-18,-49
1525692451408544,8,-5,-11,4,1,-44,-21,16
1525692451408544,-14,2,0,-2,1,10,5,-11
1525692451410544,-10,-19,-21,-4,-1,-14,7,-19
1525692451410544,4,1,3,-2,1,13,-11,-5
1525692451422545,-3,25,14,-3,-1,20,23,24
1525692451422545,4,-7,-13,2,4,-5,8,-6
1525692451429545,1,4,1,1,1,8,-12,26
1525692451429545,4,15,-13,4,-2,-46,8,67
1525692451445546,4,3,32,-1,-1,68,50,-32
1525692451445546,6,29,36,3,-1,-50,-46,17
1525692451447546,-26,-44,-78,-12,0,-28,-34,-36
1525692451447546,7,29,37,5,0,-7,12,-11
1525692451468547,5,-1,-41,3,4,3,14,30
1525692451468547,-5,-12,31,1,-3,6,17,-59
1525692451470547,6,19,22,-1,-2,-27,-5,-30
1525692451470547,3,-29,-19,-4,-3,20,11,36
1525692451482548,-13,-6,10,-4,0,-17,-24,-42
1525692451482548,-6,-75,-47,-7,-1,47,10,27
1525692451489548,7,18,15,5,1,-23,2,-49
1525692451489548,-8,3,-4,-5,-4,-2,-1,18
1525692451505549,-4,7,3,0,-3,22,0,-12
1525692451505549,7,6,-12,-3,-4,-34,5,9
1525692451507549,0,-17,-10,-1,-1,75,3,64
1525692451507549,6,32,41,9,12,20,-10,-2
1525692451528551,-5,-40,-6,-3,-4,-20,-4,-41
1525692451528551,0,21,-20,-4,0,20,-29,-15
1525692451530551,10,45,28,6,1,-23,37,59
1525692451530551,-16,-70,83,3,-2,-9,-3,-47
1525692451543552,2,-54,-107,-19,-4,9,6,18
1525692451543552,-9,31,89,-3,-5,-32,-47,27
1525692451551552,18,16,38,7,3,16,56,63
1525692451551552,-6,12,5,1,4,25,-33,-27
1525692451565553,7,46,58,4,-6,-12,6,0
1525692451565553,-7,15,-67,-4,0,5,13,18
1525692451567553,-10,-38,17,-9,-8,-22,1,-64
1525692451567553,12,26,-42,4,0,5,6,34
1525692451588554,-9,0,17,2,0,-8,-18,-13
1525692451588554,4,31,8,-3,5,3,12,-15
1525692451590554,9,-12,-13,5,2,36,-5,54
1525692451590554,-22,-19,-45,-7,-7,-20,0,-24
1525692451602555,5,28,-3,0,0,-48,-9,4
1525692451602555,6,-6,3,-4,0,77,33,30
1525692451611555,-5,-44,17,2,1,-20,-14,-21
1525692451611555,-2,-17,-12,-4,-3,-22,-7,-5
1525692451625556,4,61,8,1,0,8,13,25
1525692451625556,-13,-58,-14,1,0,-25,6,-30
1525692451627556,-2,49,-4,-4,-2,-13,-9,6
1525692451627556,8,16,10,-4,-4,15,-11,63
1525692451648558,-2,-5,51,5,1,-13,-14,-24
1525692451648558,-8,-103,-98,-9,0,-1,6,-2
1525692451650558,1,44,35,2,-2,-9,-6,0
1525692451650558,5,-15,-46,3,3,-7,8,17
1525692451662558,3,45,-9,-13,-6,3,-3,26
1525692451662558,-3,-16,24,0,-2,15,-6,-31
1525692451671559,-5,-1,0,0,-2,-5,-7,1
1525692451671559,-4,-21,-5,-3,3,5,11,3
1525692451685560,0,-24,-14,5,0,-3,0,19
1525692451685560,13,17,-15,1,-2,8,11,28
1525692451687560,-9,-16,15,-2,1,1,-18,-28
1525692451687560,6,39,-8,3,-1,-2,7,-9
1525692451708561,-11,-38,-36,-7,-3,5,-8,-14
1525692451708561,3,20,9,-1,-2,-15,4,-1
1525692451710561,-4,-14,-1,2,2,8,3,16
1525692451710561,-2,12,21,-2,-3,0,-2,17
1525692451721562,-3,-9,0,5,0,-5,6,-15
1525692451721562,5,36,24,4,2,-1,-6,-11
1525692451731562,-5,-72,-14,-5,-1,-11,5,10
1525692451731562,-4,56,-39,-5,-3,4,-37,-8
1525692451745563,-3,-60,51,3,0,2,1,-8
1525692451745563,-3,17,-39,-1,1,-8,5,-8
1525692451747563,2,38,23,3,-2,-7,-4,7
1525692451747563,14,67,49,2,0,1,4,16
1525692451768564,-6,-89,-26,0,0,-21,9,-10
1525692451768564,-11,-23,-2,-4,-1,16,-13,-5
1525692451770565,3,23,-7,-4,-1,-11,0,4
1525692451770565,-4,-11,16,1,2,3,3,-14
1525692451781565,11,49,15,5,0,6,0,9
1525692451781565,-4,-12,4,-3,-4,-35,3,-28
1525692451791566,1,-13,-34,0,2,23,0,8
1525692451791566,-3,-14,17,-1,-2,-3,9,4
1525692451805567,0,11,-6,-3,-1,14,1,29
1525692451805567,-3,7,-5,-1,-1,-24,-5,-30
1525692451807567,4,9,12,5,1,-10,-4,-2
1525692451807567,-6,-44,-24,-4,1,13,5,9
1525692451828568,-2,-30,-44,-3,-1,6,-13,-4
1525692451828568,2,43,39,2,-2,2,1,-14
1525692451830568,-3,14,-32,-4,-1,-14,-1,3
1525692451830568,1,-36,23,0,0,2,6,-2
1525692451842569,2,15,-2,-3,-1,0,-6,-6
1525692451842569,3,-4,7,1,0,4,2,10
1525692451851569,-1,8,9,-3,-6,-5,0,0
1525692451851569,-3,-15,14,1,1,-1,2,5
1525692451865570,-3,8,-53,-1,0,5,12,-11
1525692451865570,0,-3,9,1,0,-14,-13,6
1525692451867570,-1,-20,-13,-3,-1,14,5,1
1525692451867570,2,13,8,0,-3,-9,-5,5
1525692451888571,2,22,25,4,3,8,3,-9
1525692451888571,-3,-13,-4,1,2,15,4,1
1525692451890571,1,-8,-16,-4,-4,-12,-4,14
1525692451890571,-3,3,-2,-5,-3,1,0,-47
1525692451902572,0,4,7,-2,0,-5,-6,-3
1525692451902572,2,-6,-20,-1,-2,0,0,5
1525692451911573,2,-1,21,2,-1,1,-4,-3
1525692451911573,4,-3,-19,-1,-1,-7,3,27
1525692451925573,0,28,35,0,2,1,-4,-14
1525692451925573,0,1,6,-1,-1,6,4,4
1525692451927574,-10,-89,-67,-5,-4,-8,-3,-16
1525692451927574,-6,48,3,-8,-4,-3,0,6
1525692451948575,3,4,5,6,-1,-2,0,11
1525692451948575,2,13,33,3,2,5,2,5
1525692451950575,4,20,14,0,2,-2,2,3
1525692451950575,-2,-18,-21,0,-4,-17,-5,7
1525692451961575,-4,-7,9,-5,-4,20,-4,-8
1525692451961575,1,2,-4,0,-2,-2,2,8
1525692451971576,-1,5,-4,-1,-3,-26,-2,-1
1525692451971576,-1,-13,-3,0,4,26,3,-2
1525692451985577,2,23,5,3,2,-4,-28,-5
1525692451985577,-3,-16,-8,1,-3,-18,-1,-2
1525692451987577,1,13,-2,-5,-1,19,-1,-5
1525692451987577,2,-12,-2,-1,-2,-12,-2,4
1525692452008578,2,-1,0,-1,-3,1,5,1
1525692452008578,-3,-8,-19,-1,2,7,-1,-9
1525692452010578,-1,6,9,0,0,-9,-3,2
1525692452010578,0,-1,16,-10,-4,2,2,-4
1525692452022579,-3,-1,-4,3,2,0,3,-2
1525692452022579,-3,11,24,-3,-2,-2,-4,-1
1525692452031579,5,3,-40,2,-1,-3,6,3
1525692452031579,-1,-22,3,4,-1,5,5,1
1525692452045580,-6,21,-19,-10,-5,-7,-1,-3
1525692452045580,0,-3,8,-4,-1,2,0,15
1525692452047580,-1,11,21,7,6,13,-2,-25
1525692452047580,1,15,-25,3,2,4,2,9
1525692452068582,-7,-29,-7,-2,-3,-9,-2,-42
1525692452068582,-4,-4,-5,-2,-3,-15,-2,-7
1525692452070582,3,13,25,-1,1,7,2,14
1525692452070582,3,10,8,2,-2,-5,-3,-1
1525692452081582,0,-20,-19,1,1,-2,5,0
1525692452081582,-7,3,10,-1,0,1,-3,9
1525692452091583,-4,-20,-4,-1,-5,-8,-1,-5
1525692452091583,-2,3,-7,-5,-1,-4,-2,-2
1525692452105584,0,7,13,2,2,3,-1,7
1525692452105584,2,5,-18,0,-2,0,-1,-8
1525692452107584,2,20,42,-2,-2,-1,0,10
1525692452107584,-3,-4,-36,0,0,2,-1,-7
1525692452128585,0,5,3,-3,-3,-5,0,9
1525692452128585,0,6,7,0,2,9,-1,-1
1525692452130585,-1,2,10,-2,-4,-34,0,1
1525692452130585,-5,-21,11,-2,0,29,-1,-3
1525692452150586,-2,8,-32,-8,-1,-9,6,7
