timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1525692452150586,2,-10,-3,9,0,-12,-10,-10
1525692452152586,-5,4,-8,-3,-1,7,-1,-2
1525692452152586,1,-1,13,2,0,-18,9,0
1525692452165587,-1,-2,8,-1,-1,6,-22,10
1525692452165587,-1,4,-4,0,0,12,3,-6
1525692452167587,-9,-34,-28,-12,-5,-8,-2,9
1525692452167587,4,-14,16,5,1,-7,-1,5
1525692452188588,-3,25,24,-2,-1,3,3,-19
1525692452188588,0,-24,-11,-1,0,-2,-1,5
1525692452190589,0,2,-42,-6,-1,6,-4,-4
1525692452190589,1,6,8,-4,-1,-3,-1,6
1525692452210590,1,12,11,10,2,-2,3,6
1525692452210590,0,-9,16,-2,-1,5,-2,-3
1525692452212590,4,-2,3,-1,2,5,3,1
1525692452212590,-6,4,-10,-4,-5,-4,-6,-7
1525692452224590,5,-5,13,1,1,0,5,0
1525692452224590,0,14,-8,2,4,6,1,1
1525692452233591,5,13,10,5,0,-8,-3,2
1525692452233591,-2,-42,-9,-3,-3,13,2,-8
1525692452248592,-7,2,31,-7,-2,0,-11,8
1525692452248592,-2,-31,-71,-8,-2,10,2,-2
1525692452250592,0,13,13,4,1,-1,3,2
1525692452250592,2,11,6,1,0,-5,-3,-5
1525692452270593,2,-3,-7,1,0,-5,6,4
1525692452270593,-1,7,-3,-1,-2,-2,0,6
1525692452272593,-4,-12,10,-1,0,3,-4,-39
1525692452272593,2,26,9,3,-3,-10,-2,8
1525692452285594,1,-34,-14,2,1,-14,1,7
1525692452285594,2,26,18,1,1,16,-1,-6
1525692452292594,-8,-39,-19,-5,-3,-1,0,1
1525692452292594,-5,16,-28,-4,0,-1,-1,7
1525692452308595,-2,1,0,-1,-3,-5,-1,-11
1525692452308595,1,6,20,1,-2,-11,-2,5
1525692452310595,3,-4,-17,3,0,4,3,11
1525692452310595,-5,6,13,0,1,3,2,-9
1525692452330597,-2,24,-18,-2,0,5,0,5
1525692452330597,3,-34,7,3,-3,-4,1,-2
1525692452332597,-7,24,50,-3,-4,3,-5,-2
1525692452332597,-4,-29,-83,-10,-5,-11,-6,-5
1525692452345597,1,6,6,4,4,4,5,-1
1525692452345597,-3,15,16,6,-1,-2,3,-2
1525692452351598,0,5,-2,-2,-2,0,-5,1
1525692452351598,3,-10,16,5,1,-3,-1,3
1525692452368599,0,7,-1,-4,0,1,13,1
1525692452368599,-3,2,-4,-5,-2,-4,-25,-3
1525692452370599,2,-7,-6,0,0,0,3,9
1525692452370599,-2,16,26,2,1,4,0,-5
1525692452390600,1,-24,-20,-1,-3,-1,-3,1
1525692452390600,-5,13,8,-3,-2,-8,4,0
1525692452392600,2,-17,7,-1,-1,2,3,1
1525692452392600,1,8,-29,-3,-1,-15,-5,-2
1525692452405601,-3,9,16,4,-1,14,-1,0
1525692452405601,-1,-20,-9,-2,0,-3,0,-3
1525692452411601,1,19,5,1,1,2,-2,2
1525692452411601,-1,-1,9,-1,-2,-2,4,0
1525692452428602,1,-3,-3,3,-3,-4,-3,1
1525692452428602,-3,-14,-17,-6,1,1,2,6
1525692452430602,-2,11,5,3,2,0,-1,-9
1525692452430602,3,4,2,0,-1,-2,-3,2
1525692452450603,-1,-31,-2,-2,-1,-6,-3,-8
1525692452450603,-1,23,13,7,2,12,1,-3
1525692452452604,1,15,-12,-5,-2,-6,2,12
1525692452452604,-1,-5,16,-4,-3,0,-4,-16
1525692452465604,2,11,-2,-3,0,2,-2,1
1525692452465604,1,-9,20,0,0,-8,6,-3
1525692452471605,1,-22,-74,-6,-3,-6,-1,1
1525692452471605,-4,20,22,1,-2,-9,1,3
1525692452488606,1,-2,4,2,-1,21,0,-1
1525692452488606,0,1,2,-1,-1,-6,-2,-4
1525692452490606,1,13,17,-1,-1,4,-1,0
1525692452490606,-1,-19,-7,3,4,-1,-2,0
1525692452510607,-4,-19,-12,-4,0,-11,-2,1
1525692452510607,-1,1,3,-4,-5,0,-2,-1
1525692452512607,2,7,24,0,-1,-11,-2,-5
1525692452512607,-4,-1,-30,4,2,12,-2,3
1525692452525608,1,1,11,-4,1,-3,-2,0
1525692452525608,0,4,-11,0,3,1,3,-1
1525692452531608,1,-7,4,-1,-1,0,1,1
1525692452531608,2,-3,20,0,-3,0,0,4
1525692452548609,-3,-4,-10,-4,-3,-5,-1,-13
1525692452548609,-1,0,-15,-7,-4,-2,-4,-5
1525692452550609,-5,8,10,0,-1,-3,-2,-1
1525692452550609,2,-15,9,5,1,5,2,5
1525692452570610,-1,28,-6,0,-1,0,-2,-4
1525692452570610,-3,-21,-19,-3,1,-1,5,9
1525692452572610,-4,1,6,1,2,4,3,-10
1525692452572610,-1,13,-4,-4,-3,3,-22,-4
1525692452585611,-1,-2,4,-3,-4,-8,-2,7
1525692452585611,3,3,1,3,0,-5,2,2
1525692452591611,-1,-1,-8,1,2,3,4,2
1525692452591611,1,-4,3,-2,-2,1,4,-2
1525692452608612,0,10,11,-3,-2,-4,-2,-2
1525692452608612,0,-23,-8,-2,3,4,-3,-3
1525692452610613,0,-7,-31,-2,-4,2,-1,1
1525692452610613,-1,-2,16,-1,-2,-13,3,-6
1525692452630614,1,1,-5,-2,3,20,-7,1
1525692452630614,3,19,17,-1,-4,-1,9,1
1525692452632614,-7,-8,6,0,0,-2,-4,2
1525692452632614,-1,3,-2,2,1,1,2,-1
1525692452644615,-3,7,7,0,-1,-6,1,-5
1525692452644615,2,-2,7,-2,-5,-2,-5,2
1525692452653615,0,-14,-20,-2,-1,0,-4,-3
1525692452653615,-3,6,-11,-3,-2,0,3,3
1525692452668616,1,-14,2,1,0,-3,1,-1
1525692452668616,0,27,-2,2,1,3,-2,-1
1525692452670616,0,-24,21,3,1,-1,-2,3
1525692452670616,-1,25,17,-3,0,1,0,-3
1525692452692617,1,-9,-16,2,-3,-3,1,4
1525692452692617,-5,-19,-18,-12,-3,-3,-4,-4
1525692452694617,4,13,7,1,-5,2,2,2
1525692452694617,0,-10,0,0,4,1,0,-1
1525692452704618,-1,-2,-4,5,1,0,-2,0
1525692452704618,0,11,7,0,0,-3,1,7
1525692452713618,-2,-3,-5,-2,1,-1,-2,-10
1525692452713618,-1,-11,-5,2,1,4,2,3
1525692452728619,-3,8,12,-3,-3,-6,0,3
1525692452728619,-2,-7,-9,-2,-3,-4,-6,-7
1525692452730619,1,0,1,-2,0,2,0,7
1525692452730619,-2,-9,-3,-1,-1,-1,0,-2
1525692452750621,-4,0,-6,-2,-1,-1,1,-4
1525692452750621,0,1,4,8,2,4,-1,4
1525692452752621,2,-2,-1,-5,1,1,-4,-3
1525692452752621,4,14,9,0,-2,-1,1,-3
1525692452764621,1,-27,-11,-6,-4,-3,-2,2
1525692452764621,-2,4,-13,10,-1,-2,-2,-4
1525692452773622,-3,-1,6,-9,-1,1,1,0
1525692452773622,1,2,-15,-7,-2,-2,-2,-2
1525692452788623,-2,4,-1,-3,1,1,1,1
1525692452788623,-4,-3,4,-2,-1,0,-2,-4
1525692452790623,0,1,-4,2,1,-2,-1,-2
1525692452790623,-3,-8,2,1,1,0,-1,2
1525692452810624,1,3,0,-1,-2,0,-1,0
1525692452810624,1,-9,-9,-5,-2,2,1,-3
1525692452812624,0,5,1,-1,-1,-6,-2,1
1525692452812624,-2,-3,9,8,-1,-3,0,-1
1525692452824625,3,-1,-3,5,-1,-1,-2,-1
1525692452824625,0,5,-5,-5,-4,-1,-2,-2
1525692452833625,-3,-2,11,4,0,1,0,0
1525692452833625,3,-4,-2,-3,3,14,1,0
1525692452848626,2,1,-2,3,2,-1,1,-3
1525692452848626,-1,-2,2,-1,1,0,-1,0
1525692452850626,-1,4,-5,-2,-5,-5,-1,-2
1525692452850626,-1,-10,-5,3,-2,-6,-3,-3
1525692452870627,-1,-1,-1,-1,-3,-1,-1,0
1525692452870627,-2,-4,-1,-9,-2,-4,-1,-2
1525692452872628,-2,-4,-5,1,1,3,2,1
1525692452872628,1,-6,2,-6,0,-2,-1,2
1525692452884628,1,23,-1,-1,1,1,2,0
1525692452884628,1,-29,14,2,-1,-3,3,-1
1525692452893629,-2,-9,24,0,-3,2,-6,-4
1525692452893629,-6,-31,-91,-12,-7,-2,-1,1
1525692452908630,-3,13,22,-5,-2,-4,-1,-2
1525692452908630,5,11,-3,4,1,3,4,1
1525692452910630,1,15,16,10,4,-2,1,0
1525692452910630,-1,-7,17,2,0,-18,0,-3
1525692452930631,-1,-1,-7,-1,-1,18,1,-6
1525692452930631,-2,8,1,-4,0,10,-3,-5
1525692452932631,0,-14,-8,-2,-1,3,0,0
1525692452932631,0,9,12,3,-2,-8,-2,0
1525692452944632,-2,-9,-14,-4,0,-11,-2,0
1525692452944632,3,5,14,1,-3,-1,-2,1
1525692452953632,-1,-3,-13,-1,-1,-2,-1,0
1525692452953632,0,7,7,-2,3,3,2,-2
1525692452968633,4,2,8,7,-1,-3,1,4
1525692452968633,-4,-10,-10,-3,0,-2,-1,-1
1525692452970633,0,10,-11,-3,-2,-5,-1,-1
1525692452970633,2,8,14,-2,-1,12,-3,1
1525692452990634,-1,-11,3,-1,-2,-1,0,-3
1525692452990634,-2,4,-6,-1,1,-4,0,1
1525692452992634,-2,1,-6,-2,-2,-4,0,-3
1525692452992634,-4,-18,9,3,-4,7,-1,1
1525692453004635,0,17,-9,-6,-2,-10,0,0
1525692453004635,-1,2,4,6,0,3,-12,-5
1525692453013636,2,-30,8,-1,0,1,3,2
1525692453013636,-1,18,-3,-5,-3,-1,-2,4
1525692453028636,-1,-15,-22,-1,-3,-1,2,-9
1525692453028636,-1,8,11,-4,-3,-7,3,1
1525692453030637,2,-1,-10,-1,0,3,-1,-2
1525692453030637,-1,11,19,3,2,-2,-2,4
1525692453050638,-1,-2,22,5,-1,-3,-2,1
1525692453050638,-1,2,-8,-5,2,0,0,-2
1525692453052638,0,3,-1,2,-1,1,-2,0
1525692453052638,0,-10,-8,-4,-2,-1,2,-4
1525692453073639,-2,6,-6,-4,1,2,-2,4
1525692453073639,-1,-7,19,-4,0,-2,0,-3
1525692453075639,-3,5,-9,1,1,2,1,0
1525692453075639,-1,-4,-27,-3,-2,-4,-1,-4
1525692453088640,1,-8,6,2,-1,2,-4,0
1525692453088640,-1,2,-4,2,1,-4,0,5
1525692453090640,-1,3,1,-8,0,2,1,-2
1525692453090640,1,4,10,2,-1,-1,-2,-5
1525692453110641,0,-7,-2,-3,0,3,0,6
1525692453110641,2,-1,-6,-1,-4,-6,-2,-9
1525692453112641,0,5,-1,-1,1,-2,-1,0
1525692453112641,0,-1,8,3,0,1,0,0
1525692453133642,-1,0,-5,-4,0,0,0,1
1525692453133642,-2,-8,-5,-6,0,-1,1,-1
1525692453135643,0,-6,-15,7,4,1,0,-2
1525692453135643,1,47,28,-2,-2,0,-1,-2
1525692453148643,-2,-62,51,-2,-5,-5,2,-2
1525692453148643,-6,-11,-98,-7,-2,-1,-12,-3
1525692453150643,-2,5,18,-4,-3,-4,-1,-2
1525692453150643,1,-5,2,1,0,1,2,0
1525692453170645,0,30,-2,1,1,0,2,-1
1525692453170645,-4,-9,23,3,-3,-2,1,1
1525692453172645,-3,2,-8,-8,-4,0,0,-1
1525692453172645,0,0,-4,0,-1,0,-1,-2
1525692453193646,-1,2,-3,6,5,1,-3,-1
1525692453193646,2,2,10,0,3,4,1,2
1525692453195646,-1,7,-12,-3,-4,-3,-3,-2
1525692453195646,-1,-12,11,-3,-3,-2,-1,-1
1525692453207647,-1,7,-13,6,1,1,-1,-2
1525692453207647,1,3,3,-1,-2,-7,2,1
1525692453214647,-1,-2,7,-2,0,7,1,-2
1525692453214647,-2,-8,-5,-5,-1,-1,0,0
1525692453230648,0,-6,-15,-1,-3,-3,-2,0
1525692453230648,-1,7,8,0,0,-3,1,-1
1525692453232648,-1,-1,10,1,-2,-5,1,-2
1525692453232648,1,-7,-6,-2,0,-1,-2,1
1525692453253649,-1,4,-9,-3,0,-1,-1,0
1525692453253649,0,1,13,2,-1,2,2,-5
1525692453255649,3,4,3,1,-1,-1,-1,12
1525692453255649,-3,-38,-23,1,1,2,0,1
1525692453267650,4,40,26,1,1,0,1,1
1525692453267650,-1,-39,7,-1,1,-4,3,-1
1525692453274651,-5,32,-42,-7,-4,3,-12,-7
1525692453274651,1,8,15,7,1,-4,0,-1
1525692453290651,0,-13,-10,-4,-1,-1,0,1
1525692453290651,4,17,16,-4,-4,1,1,0
1525692453292652,-1,-9,5,1,-1,-5,3,0
1525692453292652,-2,0,-3,4,6,2,0,0
1525692453313653,-3,2,-8,-1,-3,0,0,-2
1525692453313653,-1,8,-2,0,-3,2,-1,0
1525692453315653,-2,-15,2,2,3,-1,1,-2
1525692453315653,0,7,-5,-6,-4,-1,-2,-2
1525692453327654,-4,-7,1,-1,1,4,1,4
1525692453327654,-2,1,-3,-3,0,2,-3,2
1525692453334654,-2,-10,3,4,-1,-1,0,-12
1525692453334654,0,-2,5,-1,0,-3,1,0
1525692453350655,-2,-7,-11,-2,-2,-1,-2,0
1525692453350655,-1,9,-1,-2,-2,1,-1,0
1525692453352655,-1,-12,3,-2,-1,0,0,1
1525692453352655,-3,7,1,1,-1,1,-1,-1
1525692453373656,0,1,-4,-1,-2,-2,-2,-4
1525692453373656,-2,-31,-9,-4,-1,-2,-2,3
1525692453375656,-1,-10,2,-1,-1,-3,0,1
1525692453375656,-1,5,3,3,-1,1,-1,-3
1525692453387657,-2,-1,1,-3,-2,-1,-2,-1
1525692453387657,2,21,3,4,4,-5,2,-1
1525692453394657,-3,-10,2,-5,-1,5,2,-3
1525692453394657,-2,12,-1,-10,-3,-2,4,7
1525692453410658,3,4,-2,3,0,-3,-12,-1
1525692453410658,-4,-1,9,4,-2,-1,2,-2
1525692453412658,1,6,1,7,3,-3,0,5
1525692453412658,-6,-1,-31,-5,-5,0,-2,-11
1525692453433660,-2,-6,10,-4,-3,-1,1,-2
1525692453433660,-3,4,-5,-3,-2,-1,-2,-1
1525692453435660,1,-5,8,-1,0,-2,-1,1
1525692453435660,1,-6,8,1,-1,4,0,0
1525692453447660,-1,-2,-8,-1,0,-4,1,0
1525692453447660,-2,-3,-4,1,1,-4,-2,-3
1525692453454661,-1,9,2,0,1,6,1,-1
1525692453454661,2,-9,0,-3,-3,-2,-5,-3
1525692453470662,-3,1,-13,-3,0,0,3,-2
1525692453470662,1,8,13,2,-4,-2,-1,0
1525692453472662,-1,-2,-4,-3,0,-5,-3,-1
1525692453472662,2,0,0,3,0,-2,-1,1
1525692453493663,1,-6,0,0,1,0,1,0
1525692453493663,-3,-2,-4,-2,1,0,1,-2
1525692453495663,-2,4,0,-1,-2,-2,-2,-2
1525692453495663,-2,1,3,-4,-1,-6,0,-2
1525692453507664,-1,-23,-9,-1,1,6,0,-3
1525692453507664,2,11,8,-5,-1,0,0,-1
1525692453514664,3,-7,-3,0,-2,-4,-2,-1
1525692453514664,1,1,6,-2,-1,1,-3,1
1525692453530665,-3,3,-4,-3,-1,-2,0,-1
1525692453530665,0,0,-7,-2,0,2,1,0
1525692453532665,-1,0,2,1,-3,-11,-1,4
1525692453532665,1,-2,5,1,1,-1,0,-6
1525692453553667,0,2,0,2,1,0,1,-2
1525692453553667,-1,-8,-5,2,0,3,-1,-1
1525692453555667,-1,5,1,-5,-4,0,-1,0
1525692453555667,-1,-4,-3,1,-1,-4,-2,0
1525692453566667,0,4,5,2,1,-1,1,0
1525692453566667,1,7,-3,-5,-4,-2,-3,1
1525692453576668,-1,-20,-12,-3,2,1,-2,-2
1525692453576668,-4,3,-3,0,-2,-2,-3,-6
1525692453590669,1,-3,-2,-5,-9,0,4,12
1525692453590669,-3,-5,0,1,4,-5,-10,-3
1525692453592669,0,-6,-2,0,3,9,-1,-2
1525692453592669,-2,-3,-3,3,3,3,0,1
1525692453613670,0,1,2,-1,-3,-4,0,-3
1525692453613670,0,-6,-5,-2,-3,-2,0,0
1525692453615670,-2,2,-1,-6,-2,-2,-1,0
1525692453615670,0,3,6,0,-1,0,1,0
1525692453626671,-1,3,2,0,1,-2,-2,-2
1525692453626671,-2,3,-2,-3,0,0,0,1
1525692453635671,0,-3,3,1,-1,1,-1,-4
1525692453635671,-1,-1,-3,0,-1,0,-1,4
1525692453650672,0,0,-4,-5,-2,0,-2,4
1525692453650672,-1,-1,-1,3,1,2,0,-14
1525692453652672,-3,9,3,4,-1,-1,1,4
1525692453652672,-2,-4,-4,-1,0,-2,-3,-3
1525692453673673,-2,-2,-3,-6,-1,-2,-3,2
1525692453673673,-3,-1,-1,0,-1,3,0,3
1525692453675673,-1,1,0,-2,-3,-2,-2,-4
1525692453675673,-1,-2,-1,-7,-3,-1,-1,3
1525692453686674,1,-1,0,7,2,-6,-3,-8
1525692453686674,1,-3,1,8,1,1,0,2
1525692453696675,1,30,1,0,0,1,-1,-1
1525692453696675,-1,-24,-6,-2,-2,-2,0,-4
1525692453710675,-6,31,1,-7,-4,-3,-1,-6
1525692453710675,-1,-29,-2,1,3,-6,0,-1
1525692453712676,0,-2,2,-4,-3,-2,0,6
1525692453712676,-1,24,4,-3,0,1,4,-9
1525692453733677,2,-4,4,1,0,-3,-8,-4
1525692453733677,0,3,0,-3,-4,3,1,1
1525692453735677,1,-9,-13,1,1,-2,-1,-1
1525692453735677,0,8,18,0,2,-1,3,3
1525692453746678,-4,-36,-3,4,0,-1,1,-2
1525692453746678,-1,15,-37,-5,-1,0,-2,1
1525692453756678,1,-9,4,-1,-2,0,-1,-1
1525692453756678,1,-3,-5,2,-3,-4,-2,1
1525692453770679,-1,0,7,-1,0,-1,1,3
1525692453770679,0,4,9,3,5,3,1,0
1525692453772679,2,-7,-7,-2,-3,-3,2,-4
1525692453772679,-1,-7,0,1,-1,0,-4,0
1525692453793680,1,3,-4,0,-1,0,0,0
1525692453793680,-6,-6,2,-7,-2,1,1,0
1525692453795680,-2,11,5,-4,-3,-2,0,-1
1525692453795680,0,-3,0,3,0,4,0,2
1525692453806681,-2,-16,-15,-5,-5,-4,1,-2
1525692453806681,0,6,1,-2,-4,-6,-2,14
1525692453816682,-3,0,4,0,0,1,-2,-29
1525692453816682,0,-2,-6,-3,3,-1,0,2
1525692453830682,2,18,0,3,2,3,5,-2
1525692453830682,3,-33,18,2,1,-2,-11,3
1525692453832682,-6,-11,-14,-6,-3,-4,-2,0
1525692453832682,1,-15,5,0,-4,-1,-1,7
1525692453853684,-4,17,-26,-4,-2,0,-3,-2
1525692453853684,-1,19,12,0,-1,-2,4,-5
1525692453855684,2,-2,-6,-2,3,1,0,3
1525692453855684,0,-3,2,4,1,-1,-1,-4
1525692453866684,4,-6,-3,-9,-3,1,2,7
1525692453866684,9,5,9,-4,-1,3,9,18
1525692453876685,2,1,7,15,7,3,2,-3
1525692453876685,-12,11,-1,-8,-1,-4,-9,-32
1525692453890686,15,-4,-7,1,-4,-1,-1,19
1525692453890686,28,9,-34,-10,2,7,21,71
1525692453892686,-21,-5,27,-3,-2,-1,-5,8
1525692453892686,-61,-19,-46,-6,-20,-26,-45,-90
1525692453913687,0,-2,-42,-6,-4,-10,-16,-6
1525692453913687,22,7,10,8,3,5,14,60
1525692453915687,13,20,-13,2,2,6,16,31
1525692453915687,18,-9,12,1,3,3,-4,-8
1525692453926688,-7,-3,18,5,-3,-6,-3,-29
1525692453926688,16,7,-27,1,-1,3,11,41
1525692453935688,44,37,42,13,13,21,22,46
1525692453935688,-1,-18,-12,-18,3,1,27,19
1525692453950689,-49,-12,-7,-10,-3,9,39,19
1525692453950689,-30,-12,7,-9,-15,-45,-101,-128
1525692453952689,3,2,-18,-2,-13,-45,15,-57
1525692453952689,90,3,16,6,0,34,-30,2
1525692453973691,-20,10,4,-3,5,4,39,36
1525692453973691,-81,-14,5,10,-9,-14,-40,13
1525692453975691,-27,-12,1,-21,-1,-5,-51,-98
1525692453975691,-7,7,19,28,7,-12,24,91
1525692453986691,92,-47,-49,-22,1,17,-14,-12
1525692453986691,-90,-12,66,-1,-10,-1,-18,-42
1525692453996692,81,3,-60,3,8,4,18,114
1525692453996692,10,6,59,55,14,3,15,-13
1525692454010693,54,34,7,-23,10,14,3,-20
1525692454010693,-66,-41,-86,-8,-14,-11,44,37
1525692454016693,19,3,20,-19,-15,-24,-62,-41
1525692454016693,-32,5,21,-4,3,18,103,48
1525692454033694,68,39,36,32,9,-2,-105,-39
1525692454033694,38,5,46,-12,-3,15,103,37
1525692454035694,12,14,7,30,11,4,40,124
1525692454035694,-11,-36,-1,2,13,4,33,80
1525692454055695,-86,-34,-13,-12,-25,7,-42,-77
1525692454055695,-51,-3,5,25,17,11,-6,-44
1525692454057695,15,22,26,4,3,17,53,84
1525692454057695,-80,-32,-55,-49,-40,-74,-94,-81
1525692454070696,64,20,87,69,10,10,57,127
1525692454070696,-67,-2,-32,-51,19,22,-35,-82
1525692454076696,21,-54,-104,-81,-30,-28,-7,-56
1525692454076696,-46,34,74,41,8,11,27,35
1525692454094697,-46,-14,-51,-62,-12,-21,49,37
1525692454094697,76,60,58,69,8,30,23,-61
1525692454096698,-61,-45,46,50,-20,-44,-92,-51
1525692454096698,89,-4,-66,-86,12,9,-59,41
1525692454115699,-46,65,51,42,19,45,40,48
1525692454115699,-21,-48,-19,-27,-31,-60,23,-42
1525692454117699,38,1,-39,-26,13,37,-54,30
1525692454117699,11,57,-13,26,3,33,88,-8
1525692454130700,72,-10,83,18,12,-33,-15,70
1525692454130700,48,-6,-76,49,11,27,56,89
1525692454136700,-44,-41,49,-75,-6,9,-19,-69
1525692454136700,-28,21,7,51,-12,-45,-128,-87
1525692454153701,-52,-32,5,-38,0,-8,91,-32
1525692454153701,36,34,50,-11,-12,-23,-21,-13
1525692454155701,52,12,-16,-10,10,44,7,-51
1525692454155701,-57,-25,15,36,6,3,-36,-29
1525692454175702,14,7,-28,-6,-11,-22,31,-45
1525692454175702,20,-9,12,-55,15,39,34,45
1525692454177702,-69,36,32,83,5,25,21,53
1525692454177702,45,-19,-37,-38,-14,-45,-76,-82
1525692454189703,26,21,-37,25,18,35,26,84
1525692454189703,103,37,28,-19,13,16,-13,-32
1525692454196703,-79,-11,13,18,-1,10,127,127
1525692454196703,-84,-21,-52,-1,-26,-45,-92,-30
1525692454213704,-31,-42,34,0,-8,-19,63,17
1525692454213704,-4,-9,-14,6,8,-14,-46,114
1525692454215704,32,-3,-76,-11,10,20,48,-74
1525692454215704,-56,5,-37,-12,-24,-27,-54,24
1525692454235706,-8,-21,24,-13,-15,-19,17,-24
1525692454235706,-23,-17,-11,-28,-25,-40,-17,-33
1525692454237706,-21,3,31,20,15,2,-16,-20
1525692454237706,19,-3,55,-13,-2,47,127,117
1525692454249706,9,5,-23,17,-8,-38,-128,61
1525692454249706,37,0,40,-58,-15,-15,81,-104
1525692454258707,-92,62,18,97,20,6,46,124
1525692454258707,112,-40,77,35,12,1,47,-77
1525692454273708,22,3,22,-21,-9,39,-7,33
1525692454273708,49,-5,85,48,-5,-51,-103,59
1525692454275708,11,26,84,-41,9,58,104,-14
1525692454275708,-30,32,-34,-12,7,-7,-77,-49
1525692454295709,-117,-5,-40,59,4,-36,-83,-41
1525692454295709,26,10,-2,-24,15,29,27,25
1525692454297709,-7,1,20,13,-13,-19,33,-51
1525692454297709,8,-12,-14,-48,-9,20,-8,35
1525692454309710,-1,7,89,36,22,34,109,34
1525692454309710,-38,-18,-128,-19,-1,-20,-113,-25
1525692454318710,21,33,70,-17,-18,-23,-64,-18
1525692454318710,42,-53,-86,-47,4,11,50,55
1525692454333711,-87,32,77,41,-14,-21,-14,-80
1525692454333711,-46,-31,-64,-31,4,16,-6,39
1525692454335711,27,-14,29,-30,-9,-21,15,-46
1525692454335711,-48,17,89,0,1,5,-30,-37
1525692454355712,44,-13,37,7,8,6,-23,-61
1525692454355712,-51,1,44,68,-10,6,36,-1
1525692454357713,26,-14,-36,-18,11,20,-38,50
1525692454357713,9,21,24,-3,-8,-26,-16,-23
1525692454369713,-20,-22,-45,-31,1,-23,80,-24
1525692454369713,-12,17,19,31,2,38,-109,-41
1525692454376714,1,-31,-43,-24,-14,-56,19,-14
1525692454376714,50,21,35,26,5,103,55,59
1525692454393715,29,4,-47,-14,6,-2,45,5
1525692454393715,-8,0,-21,-21,-7,3,60,13
1525692454395715,29,-7,-1,20,-5,-59,-75,-38
1525692454395715,-1,9,-30,3,15,23,15,55
1525692454415716,8,3,-36,-28,-11,-9,-34,-39
1525692454415716,20,-7,24,4,4,30,127,3
1525692454417716,-20,-3,2,11,-2,-1,-109,3
1525692454417716,-3,18,12,3,-2,-13,35,-10
1525692454430717,19,-78,-28,-39,-3,-26,-24,-2
1525692454430717,19,11,0,12,5,8,11,46
1525692454436717,-7,1,-23,-8,0,50,11,-31
1525692454436717,13,24,14,11,10,-11,-3,37
1525692454453718,6,40,-19,-15,-9,31,7,-35
1525692454453718,1,-52,21,8,-4,15,10,-6
1525692454455718,-13,-26,-26,-6,-1,-31,44,27
1525692454455718,19,39,-4,0,-4,-59,32,6
1525692454475719,-3,-20,8,1,9,62,-33,12
1525692454475719,3,32,15,5,-3,-51,51,76
1525692454477719,1,-21,-21,-8,-9,73,-17,-13
1525692454477719,8,-51,-1,9,1,-67,-25,30
1525692454489720,6,53,10,3,4,10,1,-2
1525692454489720,13,20,-67,-2,-1,-36,-7,-8
1525692454496720,-11,-80,3,-14,-8,-23,14,25
1525692454496720,-14,34,-8,1,7,17,-8,7
1525692454513721,5,-5,-47,-15,-17,-33,-89,-27
1525692454513721,7,44,57,7,7,22,-7,18
1525692454515722,10,22,25,16,2,-47,-29,-23
1525692454515722,-11,-23,-18,0,2,51,64,18
1525692454535723,15,37,-5,0,2,20,20,-1
1525692454535723,-25,-26,-7,-5,-3,56,21,-6
1525692454537723,-3,21,-74,-14,-18,39,-54,16
1525692454537723,13,-16,-14,2,9,-2,61,19
1525692454549723,-6,11,68,-1,-7,-7,-10,-73
1525692454549723,5,38,12,4,3,-36,-46,-39
1525692454566724,-15,46,3,-1,-2,25,63,-8
1525692454566724,9,-52,-23,3,4,34,19,9
1525692454573725,-2,24,-26,-2,-1,-24,-24,-10
1525692454573725,-3,-55,2,1,-3,5,-20,-31
1525692454575725,-8,18,54,10,8,-6,3,-24
1525692454575725,11,14,7,-1,-2,-8,-23,2
1525692454595726,-7,-45,9,-7,-5,3,18,21
1525692454595726,10,32,12,-3,0,9,12,12
1525692454597726,7,-14,-25,2,2,-17,-16,14
1525692454597726,2,-4,9,-3,0,-1,-27,-10
1525692454609727,-15,-4,58,1,0,-36,-13,36
1525692454609727,-5,-85,-65,0,3,25,-9,-15
1525692454619727,10,105,-17,-10,-11,50,9,14
1525692454619727,-4,-19,-2,-8,-6,-39,-25,-58
1525692454632728,-12,8,-34,-15,-4,17,0,12
1525692454632728,25,36,38,21,5,-44,5,48
1525692454633728,-6,-20,52,11,7,-73,3,-38
1525692454633728,2,26,-14,-3,0,110,-24,4
1525692454654729,13,20,-12,-1,-5,-30,27,-5
1525692454654729,-21,2,-11,-16,-9,11,-21,1
1525692454655730,-3,-51,-21,4,5,-41,-8,15
1525692454655730,1,68,27,-1,-3,-13,-1,2
1525692454677731,5,-35,-1,5,4,-4,1,31
1525692454677731,-12,-48,-85,-8,-6,-3,-2,-22
1525692454678731,-1,21,40,2,-2,4,-18,-24
1525692454678731,-1,-30,5,0,1,-9,14,-17
1525692454692732,11,23,37,4,2,-3,9,36
1525692454692732,-17,21,21,5,3,9,-18,-15
1525692454693732,4,-53,-27,0,3,8,9,-13
1525692454693732,-6,13,13,1,-4,-21,-15,34
1525692454714733,-18,-16,-24,-16,-8,1,1,22
1525692454714733,19,42,62,6,3,-8,10,-44
1525692454715733,3,7,-12,-2,-1,-2,-4,14
1525692454715733,-3,22,8,5,1,3,1,-7
