20170929|4268|115.129985933670,32.848933193098;115.131551770000,32.849132398147|794|283|511
20170929|4280|115.131551770000,32.849132398147;115.136306590900,32.849649859019|794|283|511
20170929|4281|115.131555902210,32.849213611800;115.129980094680,32.849004624880|794|283|511
20170929|4332|115.135047166570,32.849623242921;115.131555902210,32.849213611800|794|283|511
20170929|4343|115.136306590900,32.849649859019;115.139443653400,32.849854977118|794|283|511
20170929|4379|115.138635986910,32.849891602592;115.135047166570,32.849623242921|794|283|511
20170929|4393|115.139443653400,32.849854977118;115.141516942520,32.849913213889|794|283|511
20170929|4398|115.139738028110,32.849944000499;115.138635986910,32.849891602592|794|283|511
20170929|4458|115.141516942520,32.849913213889;115.144369691320,32.849913441376|794|283|511
20170929|4459|115.141520715400,32.849984038242;115.139738028110,32.849944000499|794|283|511
20170929|4488|115.143192551780,32.849987298891;115.141520715400,32.849984038242|794|283|511
20170929|4533|115.144369691320,32.849913441376;115.146780383990,32.849861195109|794|283|511
20170929|4569|115.146780383990,32.849861195109;115.149539170040,32.849885308774|794|283|511
20170929|4570|115.146794038230,32.849941877285;115.143192551780,32.849987298891|794|283|511
20170929|4600|115.149539170040,32.849885308774;115.151956420340,32.849954768227|794|283|511
20170929|4601|115.149542763260,32.849955905663;115.146794038230,32.849941877285|794|283|511
20170929|4628|115.151949952540,32.850035222831;115.149542763260,32.849955905663|794|283|511
20170929|4629|115.151956420340,32.849954768227;115.152894969940,32.850009895942|794|283|511
20170929|4641|115.152888412310,32.850080265244;115.151949952540,32.850035222831|794|283|511
20170929|4642|115.152894969940,32.850009895942;115.156995914250,32.850311391607|794|283|511
20170929|4710|115.156001849370,32.850302747128;115.152888412310,32.850080265244|794|283|511
20170929|4760|115.156995914250,32.850311391607;115.159478471360,32.850597189737|794|283|511
20170929|4826|115.159471734070,32.850667331083;115.156001849370,32.850302747128|794|283|511
20170929|4827|115.159478471360,32.850597189737;115.163224764660,32.851134660593|794|283|511
20170929|4858|115.163217937530,32.851204725683;115.159471734070,32.850667331083|794|283|511
20170929|4859|115.163224764660,32.851134660593;115.173685622150,32.852795809969|794|283|511
20170929|5122|115.173685622150,32.852795809969;115.177107896650,32.853257820326|794|283|511
20170929|5128|115.174613931060,32.853012597997;115.163217937530,32.851204725683|794|283|511
20170929|5136|115.177100889870,32.853327656244;115.174613931060,32.853012597997|794|283|511
20170929|5137|115.177107896650,32.853257820326;115.180540232170,32.853599644249|794|283|511
20170929|5143|115.179180017970,32.853555210247;115.177100889870,32.853327656244|794|283|511
20170929|5148|115.180540232170,32.853599644249;115.184669922260,32.853850703520|794|283|511
20170929|5158|115.182453353420,32.853803009138;115.179180017970,32.853555210247|794|283|511
20170929|5168|115.184602908670,32.853929334742;115.182453353420,32.853803009138|794|283|511
20170929|5171|115.184669922260,32.853850703520;115.188204125630,32.853936234874|794|283|511
20170929|5194|115.188204125630,32.853936234874;115.189717950080,32.853937978864|794|283|511
20170929|5195|115.188206640890,32.854005918603;115.184602908670,32.853929334742|794|283|511
20170929|5203|115.189717950080,32.853937978864;115.192696910810,32.853846684757|794|283|511
20170929|5204|115.189720375500,32.854007586765;115.188206640890,32.854005918603|794|283|511
20170929|5218|115.192696910810,32.853846684757;115.195927037760,32.853641424322|794|283|511
20170929|5219|115.192699246400,32.853916216905;115.189720375500,32.854007586765|794|283|511
20170929|5244|115.195927037760,32.853641424322;115.199968154930,32.853222864433|794|283|511
20170929|5245|115.195939254720,32.853710956633;115.192699246400,32.853916216905|794|283|511
20170929|5265|115.197086211190,32.853601236593;115.195939254720,32.853710956633|794|283|511
20170929|5302|115.199968154930,32.853222864433;115.202284974670,32.852894384514|794|283|511
20170929|5303|115.199980192220,32.853292245422;115.197086211190,32.853601236593|794|283|511
20170929|5311|115.202284974670,32.852894384514;115.208263377500,32.851910833078|794|283|511
20170929|5312|115.202416756090,32.852944126705;115.199980192220,32.853292245422|794|283|511
20170929|5353|115.208263377500,32.851910833078;115.208313413120,32.851910833078|794|283|511
20170929|5354|115.208285206320,32.851979911793;115.202416756090,32.852944126705|794|283|511
20170929|5355|115.208313413120,32.851910833078;115.209103921970,32.851789205877|794|283|511
20170929|5362|115.209103921970,32.851789205877;115.210355081880,32.851655370265|794|283|511
20170929|5365|115.209115689770,32.851858133033;115.208285206320,32.851979911793|794|283|511
20170929|5369|115.210355081880,32.851655370265;115.213389557890,32.851419925251|794|283|511
20170929|5370|115.210356788660,32.851734230933;115.209115689770,32.851858133033|794|283|511
20170929|5384|115.213389557890,32.851419925251;115.216626871290,32.851244535368|794|283|511
20170929|5385|115.213401235870,32.851488701042;115.210356788660,32.851734230933|794|283|511
20170929|5400|115.216626871290,32.851244535368;115.220990390310,32.851167114992|794|283|511
20170929|5401|115.216638459430,32.851323244749;115.213401235870,32.851488701042|794|283|511
20170929|5415|115.220309564560,32.851234222765;115.216638459430,32.851323244749|794|283|511
20170929|5418|115.220990390310,32.851167114992;115.222315301100,32.851180005755|794|283|511
20170929|5430|115.222306677370,32.851248857561;115.220309564560,32.851234222765|794|283|511
20170929|5431|115.222315301100,32.851180005755;115.224785192100,32.851265236397|794|283|511
20170929|5440|115.224776478540,32.851334012308;115.222306677370,32.851248857561|794|283|511
20170929|5441|115.224785192100,32.851265236397;115.226834047310,32.851383907037|794|283|511
20170929|5455|115.226834047310,32.851383907037;115.228200280160,32.851491961635|794|283|511
20170929|5457|115.227568681550,32.851510766912;115.224776478540,32.851334012308|794|283|511
20170929|5462|115.228200280160,32.851491961635;115.230852976330,32.851757282500|794|283|511
20170929|5475|115.230852976330,32.851757282500;115.233224772370,32.852055739080|794|283|511
20170929|5481|115.231547546150,32.851913714518;115.227568681550,32.851510766912|794|283|511
20170929|5502|115.233224772370,32.852055739080;115.233817743830,32.852145215195|794|283|511
20170929|5505|115.233817743830,32.852145215195;115.241255443970,32.853312263533|794|283|511
20170929|5506|115.233959496440,32.852231051518;115.231547546150,32.851913714518|794|283|511
20170929|5555|115.241255443970,32.853312263533;115.243626970510,32.853681612033|794|283|511
20170929|5562|115.241517659340,32.853425926889;115.233959496440,32.852231051518|794|283|511
20170929|5598|115.243626970510,32.853681612033;115.256566342740,32.855777868528|794|283|511
20170929|5653|115.256566342740,32.855777868528;115.258801506510,32.856119758473|794|283|511
20170929|5654|115.256567241040,32.855846034316;115.241517659340,32.853425926889|794|283|511
20170929|5666|115.258782282770,32.856187999820;115.256567241040,32.855846034316|794|283|511
20170929|5667|115.258801506510,32.856119758473;115.262056786020,32.856521168478|794|283|511
20170929|5678|115.262047533470,32.856589257866;115.258782282770,32.856187999820|794|283|511
20170929|5679|115.262056786020,32.856521168478;115.265829489500,32.856881783836|794|283|511
20170929|5682|115.264629712660,32.856851302949;115.262047533470,32.856589257866|794|283|511
20170929|5684|115.265829489500,32.856881783836;115.268808899380,32.857063834888|794|283|511
20170929|5687|115.267310076640,32.857049655998;115.264629712660,32.856851302949|794|283|511
20170929|5693|115.268808899380,32.857063834888;115.269578387880,32.857105764960|794|283|511
20170929|5694|115.268819409560,32.857141705006;115.267310076640,32.857049655998|794|283|511
20170929|5696|115.269568776010,32.857173474781;115.268819409560,32.857141705006|794|283|511
20170929|5697|115.269578387880,32.857105764960;115.271596251550,32.857203348975|794|283|511
20170929|5704|115.271536604060,32.857270755429;115.269568776010,32.857173474781|794|283|511
20170929|5705|115.271596251550,32.857203348975;115.272814443650,32.857219726701|794|283|511
20170929|5710|115.272814443650,32.857219726701;115.279079226280,32.857183180104|794|283|511
20170929|5718|115.274246432460,33.092356582772;115.274481788510,33.093168049300|1|1|0
20170929|5719|115.274253618910,33.092365052129;115.275769060300,33.092108248759|1|1|0
20170929|5721|115.274481788510,33.093168049300;115.274990498920,33.094971835706|1|1|0
20170929|5722|115.274492927500,33.093176669815;115.274253618910,33.092365052129|1|1|0
20170929|5723|115.274870664960,32.857351203335;115.271536604060,32.857270755429|794|283|511
20170929|5724|115.274990498920,33.094971835706;115.275389616060,33.096345029451|1|1|0
20170929|5725|115.275001548080,33.094980380426;115.274492927500,33.093176669815|1|1|0
20170929|5727|115.275389616060,33.096345029451;115.276407575860,33.099893833443|1|1|0
20170929|5728|115.275400575380,33.096353498420;115.275001548080,33.094980380426|1|1|0
20170929|5729|115.275449263540,32.857385702650;115.274870664960,32.857351203335|794|283|511
20170929|5731|115.275769060300,33.092108248759;115.278930377050,33.091589043872|1|1|0
20170929|5732|115.275773012850,33.092108399998;115.274246432460,33.092356582772|1|1|0
20170929|5734|115.276407575860,33.099893833443;115.276577265770,33.100495406145|1|1|0
20170929|5735|115.276418445360,33.099902226454;115.275400575380,33.096353498420|1|1|0
20170929|5736|115.276577265770,33.100495406145;115.276697099730,33.100936526573|1|1|0
20170929|5737|115.276588045440,33.100503723486;115.276418445360,33.099902226454|1|1|0
20170929|5739|115.276697099730,33.100936526573;115.277016447330,33.101649543040|1|1|0
20170929|5740|115.276707789560,33.100944768260;115.276588045440,33.100503723486|1|1|0
20170929|5741|115.276885654050,32.857578216162;115.275449263540,32.857385702650|794|283|511
20170929|5742|115.277016447330,33.101649543040;115.277106277890,33.101860422400|1|1|0
20170929|5743|115.277027047340,33.101657709048;115.276707789560,33.100944768260|1|1|0
20170929|5744|115.277106277890,33.101860422400;115.277295910180,33.102302292018|1|1|0
20170929|5745|115.277116788060,33.101868512778;115.277027047340,33.101657709048|1|1|0
20170929|5747|115.277295910180,33.102302292018;115.277605286600,33.103005392387|1|1|0
20170929|5748|115.277306330520,33.102310306744;115.277116788060,33.101868512778|1|1|0
20170929|5749|115.277605286600,33.103005392387;115.277834803650,33.103527780414|1|1|0
20170929|5750|115.277615617110,33.103013331439;115.277306330520,33.102310306744|1|1|0
20170929|5751|115.277834803650,33.103527780414;115.278034407140,33.103989829217|1|1|0
20170929|5752|115.277842888400,32.857647442068;115.276885654050,32.857578216162|794|283|511
20170929|5753|115.277845044340,33.103535643808;115.277615617110,33.103013331439|1|1|0
20170929|5755|115.278034407140,33.103989829217;115.278443585300,33.104924202201|1|1|0
20170929|5756|115.278044557990,33.103997616960;115.277845044340,33.103535643808|1|1|0
20170929|5757|115.278443585300,33.104924202201;115.278523444660,33.105095076901|1|1|0
20170929|5758|115.278453646320,33.104931914252;115.278044557990,33.103997616960|1|1|0
20170929|5759|115.278523444660,33.105095076901;115.279112104260,33.106031630635|1|1|0
20170929|5760|115.278533415850,33.105102713329;115.278453646320,33.104931914252|1|1|0
20170929|5762|115.278819885480,32.857677619390;115.277842888400,32.857647442068|794|283|511
20170929|5763|115.278930377050,33.091589043872;115.279687918090,33.091467673801|1|1|0
20170929|5764|115.278934239770,33.091589119492;115.275773012850,33.092108399998|1|1|0
20170929|5765|115.278989305900,32.857669506392;115.278819885480,32.857677619390|794|283|511
20170929|5766|115.279079226280,32.857183180104;115.282985328130,32.857181966939|794|283|511
20170929|5769|115.279112104260,33.106031630635;115.281346100230,33.108818701100|1|1|0
20170929|5770|115.279121985620,33.106039191374;115.278533415850,33.105102713329|1|1|0
20170929|5771|115.279687918090,33.091467673801;115.280106528460,33.091402640547|1|1|0
20170929|5772|115.279691690970,33.091467673801;115.278934239770,33.091589119492|1|1|0
20170929|5773|115.280106528460,33.091402640547;115.280475282870,33.091337153523|1|1|0
20170929|5774|115.280110211510,33.091402564927;115.279691690970,33.091467673801|1|1|0
20170929|5775|115.280385811640,32.857626135963;115.278990473690,32.857670037149|587|158|429
20170929|5776|115.280396411650,32.857626818365;115.279001073700,32.857670719551|352|221|131
20170929|5777|115.280400543850,32.857628562281;115.279005205900,32.857672463466|65|63|2
20170929|5778|115.280403957410,32.857630685309;115.279008619460,32.857674586494|44|25|19
20170929|5779|115.280404226900,32.857631064422;115.279008888960,32.857674965606|38|34|4
20170929|5780|115.280404676060,32.857631443534;115.279009338110,32.857675344718|30|23|7
20170929|5781|115.280405394700,32.857631216066;115.279010056750,32.857675117250|10|5|5
20170929|5782|115.280475282870,33.091337153523;115.282687180530,33.090985670366|1|1|0
20170929|5783|115.280478876090,33.091337002283;115.280110211510,33.091402564927|1|1|0
20170929|5785|115.281003576340,32.857563734066;115.280385811640,32.857626135963|587|158|429
20170929|5786|115.281014176350,32.857564416468;115.280396411650,32.857626818365|352|221|131
20170929|5787|115.281018308550,32.857566160386;115.280400543850,32.857628562281|65|63|2
20170929|5788|115.281021722110,32.857568283416;115.280403957410,32.857630685309|44|25|19
20170929|5789|115.281021991600,32.857568662528;115.280404226900,32.857631064422|38|34|4
20170929|5790|115.281022440760,32.857569041641;115.280404676060,32.857631443534|30|23|7
20170929|5791|115.281023159400,32.857568814173;115.280405394700,32.857631216066|10|5|5
20170929|5793|115.281346100230,33.108818701100;115.281615322390,33.109152193964|1|1|0
20170929|5794|115.281355891760,33.108826185991;115.279121985620,33.106039191374|1|1|0
20170929|5795|115.281615322390,33.109152193964;115.281884454720,33.109415751465|1|1|0
20170929|5796|115.281625024090,33.109159603222;115.281355891760,33.108826185991|1|1|0
20170929|5798|115.281884454720,33.109415751465;115.284196333780,33.110997986944|1|1|0
20170929|5799|115.281894066590,33.109423085096;115.281625024090,33.109159603222|1|1|0
20170929|5803|115.282687180530,33.090985670366;115.285874009150,33.090482112313|1|1|0
20170929|5804|115.282690683920,33.090985443505;115.280478876090,33.091337002283|1|1|0
20170929|5805|115.282985328130,32.857181966939;115.285335654660,32.857106068252|794|283|511
20170929|5806|115.282996017960,32.857269921379;115.281003576340,32.857563734066|587|158|429
20170929|5807|115.283006617970,32.857270603784;115.281014176350,32.857564416468|352|221|131
20170929|5808|115.283010750170,32.857272347707;115.281018308550,32.857566160386|65|63|2
20170929|5809|115.283014163730,32.857274470744;115.281021722110,32.857568283416|44|25|19
20170929|5810|115.283014433220,32.857274849858;115.281021991600,32.857568662528|38|34|4
20170929|5811|115.283014882380,32.857275228972;115.281022440760,32.857569041641|30|23|7
20170929|5812|115.283015601020,32.857275001504;115.281023159400,32.857568814173|10|5|5
20170929|5814|115.283912289580,32.857242776828;115.282996017960,32.857269921379|587|158|429
20170929|5815|115.283922889590,32.857243459233;115.283006617970,32.857270603784|352|221|131
20170929|5816|115.283927021790,32.857245203157;115.283010750170,32.857272347707|65|63|2
20170929|5817|115.283930435350,32.857247326195;115.283014163730,32.857274470744|44|25|19
20170929|5818|115.283930704850,32.857247705309;115.283014433220,32.857274849858|38|34|4
20170929|5819|115.283931154000,32.857248084423;115.283014882380,32.857275228972|30|23|7
20170929|5820|115.283931872640,32.857247856954;115.283015601020,32.857275001504|10|5|5
20170929|5821|115.284196333780,33.110997986944;115.284933573120,33.111498931460|1|1|0
20170929|5822|115.284205855820,33.111005244839;115.281894066590,33.109423085096|1|1|0
20170929|5826|115.284549547510,32.857232009993;115.283912289580,32.857242776828|587|158|429
20170929|5827|115.284560147520,32.857232692398;115.283922889590,32.857243459233|352|221|131
20170929|5828|115.284564279720,32.857234436322;115.283927021790,32.857245203157|65|63|2
20170929|5829|115.284567693280,32.857236559360;115.283930435350,32.857247326195|44|25|19
20170929|5830|115.284567962770,32.857236938474;115.283930704850,32.857247705309|38|34|4
20170929|5831|115.284568411930,32.857237317588;115.283931154000,32.857248084423|30|23|7
20170929|5832|115.284569130570,32.857237090120;115.283931872640,32.857247856954|10|5|5
20170929|5834|115.284933573120,33.111498931460;115.285491600500,33.112057481950|1|1|0
20170929|5835|115.284943005320,33.111506113710;115.284205855820,33.111005244839|1|1|0
20170929|5836|115.285037417230,32.857219271764;115.284549547510,32.857232009993|587|158|429
20170929|5837|115.285048017240,32.857219954169;115.284560147520,32.857232692398|352|221|131
20170929|5838|115.285052149440,32.857221698093;115.284564279720,32.857234436322|65|63|2
20170929|5839|115.285055563000,32.857223821132;115.284567693280,32.857236559360|44|25|19
20170929|5840|115.285055832500,32.857224200246;115.284567962770,32.857236938474|38|34|4
20170929|5841|115.285056281650,32.857224579360;115.284568411930,32.857237317588|30|23|7
20170929|5842|115.285057000290,32.857224351891;115.284569130570,32.857237090120|10|5|5
20170929|5843|115.285335654660,32.857106068252;115.289257656520,32.857089235567|794|283|511
20170929|5844|115.285365927560,32.857204258848;115.285037417230,32.857219271764|587|158|429
20170929|5845|115.285376527560,32.857204941254;115.285048017240,32.857219954169|352|221|131
20170929|5846|115.285380659770,32.857206685178;115.285052149440,32.857221698093|65|63|2
20170929|5847|115.285384073330,32.857208808217;115.285055563000,32.857223821132|44|25|19
20170929|5848|115.285384342820,32.857209187331;115.285055832500,32.857224200246|38|34|4
20170929|5849|115.285384791970,32.857209566445;115.285056281650,32.857224579360|30|23|7
20170929|5850|115.285385510620,32.857209338977;115.285057000290,32.857224351891|10|5|5
20170929|5852|115.285491600500,33.112057481950;115.286059778730,33.112926373143|1|1|0
20170929|5853|115.285500942880,33.112064588552;115.284943005320,33.111506113710|1|1|0
20170929|5854|115.285874009150,33.090482112313;115.287038841910,33.090290488766|1|1|0
20170929|5855|115.285877422720,33.090481809829;115.282690683920,33.090985443505|1|1|0
20170929|5856|115.286059778730,33.112926373143;115.286289026300,33.113280035760|1|1|0
20170929|5857|115.286069031280,33.112933404073;115.285500942880,33.112064588552|1|1|0
20170929|5858|115.286289026300,33.113280035760;115.286438504340,33.113522412516|1|1|0
20170929|5859|115.286298189020,33.113286991060;115.286069031280,33.112933404073|1|1|0
20170929|5860|115.286438504340,33.113522412516;115.287225869120,33.114745172544|1|1|0
20170929|5861|115.286447577220,33.113529292195;115.286298189020,33.113286991060|1|1|0
20170929|5864|115.287038841910,33.090290488766;115.289467500690,33.089910643370|1|1|0
20170929|5865|115.287042165640,33.090290110661;115.285877422720,33.090481809829|1|1|0
20170929|5866|115.287225869120,33.114745172544;115.287474879400,33.114979229262|1|1|0
20170929|5867|115.287234852170,33.114751976527;115.286447577220,33.113529292195|1|1|0
20170929|5870|115.287474879400,33.114979229262;115.289587514300,33.118085032750|1|1|0
20170929|5871|115.287483772630,33.114985957627;115.287234852170,33.114751976527|1|1|0
20170929|5873|115.287845699920,32.862143142201;115.288024822040,32.862126158844|863|389|474
20170929|5875|115.287849832120,32.862146857310;115.288028954240,32.862129873954|1|1|0
20170929|5876|115.287855581280,32.862203266291;115.287845699920,32.862143142201|863|389|474
20170929|5878|115.287859713480,32.862206981397;115.287849832120,32.862146857310|1|1|0
20170929|5879|115.287909659270,32.862897760990;115.287859713480,32.862206981397|1|1|0
20170929|5880|115.287949544040,32.863428408861;115.287909659270,32.862897760990|1|1|0
20170929|5881|115.288024822040,32.862126158844;115.288302937420,32.862070659637|863|389|474
20170929|5883|115.288028954240,32.862129873954;115.288302937420,32.862070659637|1|1|0
20170929|5884|115.288034613570,32.862186207127;115.287855581280,32.862203266291|863|389|474
20170929|5886|115.288044764420,32.862416391831;115.288084200030,32.862897078628|1|1|0
20170929|5887|115.288084200030,32.862897078628;115.288104232240,32.863317487875|1|1|0
20170929|5888|115.288104232240,32.863317487875;115.288184361100,32.864518960162|1|1|0
20170929|5889|115.288114293270,32.862257552318;115.288044764420,32.862416391831|1|1|0
20170929|5890|115.288184361100,32.864518960162;115.288214454330,32.864949521009|1|1|0
20170929|5891|115.288214454330,32.864949521009;115.288475232420,32.868554352299|1|1|0
20170929|5892|115.288293325550,32.862110464400;115.288034613570,32.862186207127|863|389|474
20170929|5893|115.288293325550,32.862110464400;115.288114293270,32.862257552318|1|1|0
20170929|5895|115.288302937420,32.862070659637;115.292422386830,32.860911612859|864|390|474
20170929|5896|115.288431035790,32.870347311843;115.287949544040,32.863428408861|1|1|0
20170929|5897|115.288475232420,32.868554352299;115.288555630760,32.869705868661|1|1|0
20170929|5898|115.288555630760,32.869705868661;115.288706096940,32.871358706828|1|1|0
